sample	experiment	well	batch	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
02192018-A01	02192018	A01	b6	1	0.777191442	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-A02	02192018	A02	b6	1	0.3722799	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-A03	02192018	A03	b6	1	1.429864549	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-A04	02192018	A04	b6	1	1.990741222	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-A05	02192018	A05	b6	1	2.545412397	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-A06	02192018	A06	b6	1	2.30055034	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-A07	02192018	A07	b6	1	2.010185958	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-A08	02192018	A08	b6	1	0.46684045	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-A09	02192018	A09	b6	1	2.508064127	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-A10	02192018	A10	b6	1	1.817215218	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-A11	02192018	A11	b6	1	1.995452208	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-A12	02192018	A12	b6	1	2.993226083	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-B01	02192018	B01	b6	1	0.955943601	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-B02	02192018	B02	b6	1	0.539250114	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-B03	02192018	B03	b6	1	2.516461422	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-B04	02192018	B04	b6	1	0.651622628	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-B05	02192018	B05	b6	1	0.614476727	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-B06	02192018	B06	b6	1	1.497293164	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-B07	02192018	B07	b6	1	1.65900148	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-B08	02192018	B08	b6	1	0.494632092	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-B09	02192018	B09	b6	1	2.022678588	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-B10	02192018	B10	b6	2	2.069455321	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-B11	02192018	B11	b6	1	2.207391626	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-B12	02192018	B12	b6	1	2.57632275	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-C01	02192018	C01	b6	1	0.669874688	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-C02	02192018	C02	b6	1	0.790620496	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-C03	02192018	C03	b6	1	2.63371017	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-C04	02192018	C04	b6	1	0.240278412	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-C05	02192018	C05	b6	1	2.768022737	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-C06	02192018	C06	b6	1	1.920319341	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-C07	02192018	C07	b6	1	2.622584509	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-C08	02192018	C08	b6	0	0.215337088	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-C09	02192018	C09	b6	1	1.461170225	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-C10	02192018	C10	b6	1	2.011268737	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-C11	02192018	C11	b6	1	0.739912969	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-C12	02192018	C12	b6	1	2.777015405	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-D01	02192018	D01	b6	1	2.490344771	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-D02	02192018	D02	b6	1	1.729260824	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-D03	02192018	D03	b6	1	1.712893364	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-D04	02192018	D04	b6	1	1.787318015	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-D05	02192018	D05	b6	1	2.815014466	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-D06	02192018	D06	b6	1	0.505945674	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-D07	02192018	D07	b6	1	0.649817486	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-D08	02192018	D08	b6	1	0.308054263	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-D09	02192018	D09	b6	1	0.510441497	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-D10	02192018	D10	b6	1	2.605117203	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-D11	02192018	D11	b6	1	1.753192056	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-D12	02192018	D12	b6	1	2.628877071	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-E01	02192018	E01	b6	1	2.666582695	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-E02	02192018	E02	b6	1	1.979806911	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-E03	02192018	E03	b6	1	2.594231322	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-E04	02192018	E04	b6	1	1.042989575	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-E05	02192018	E05	b6	1	1.03684496	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-E06	02192018	E06	b6	1	0.448475794	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-E07	02192018	E07	b6	1	2.768256178	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-E08	02192018	E08	b6	1	1.240495513	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
02192018-E09	02192018	E09	b6	1	2.649608647	TRUE	NA18517	NA18913	NA19193	NA19210	0	0	50x dilution	4
