sample	experiment	well	batch	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
04202017-A01	04202017	A01	b1	1	2.044373877	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-A02	04202017	A02	b1	1	2.121479216	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-A03	04202017	A03	b1	1	2.180269954	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-A04	04202017	A04	b1	1	1.859372602	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-A05	04202017	A05	b1	1	0.40438473	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-A06	04202017	A06	b1	1	1.791076915	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-A07	04202017	A07	b1	1	1.450566348	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-A08	04202017	A08	b1	1	2.150818578	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-A09	04202017	A09	b1	1	1.006957908	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-A10	04202017	A10	b1	1	2.308100762	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-A11	04202017	A11	b1	1	1.147253211	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-A12	04202017	A12	b1	1	2.471133106	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-B01	04202017	B01	b1	1	1.776896083	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-B02	04202017	B02	b1	1	1.098591017	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-B03	04202017	B03	b1	1	1.559765424	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-B04	04202017	B04	b1	1	1.506101127	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-B05	04202017	B05	b1	2	0.822665839	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-B06	04202017	B06	b1	1	1.796274727	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-B07	04202017	B07	b1	1	0.631349962	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-B08	04202017	B08	b1	1	1.620272118	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-B09	04202017	B09	b1	1	0.681117672	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-B10	04202017	B10	b1	1	2.249521996	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-B11	04202017	B11	b1	1	1.035984129	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-B12	04202017	B12	b1	1	1.993225288	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-C01	04202017	C01	b1	1	2.290366719	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-C02	04202017	C02	b1	1	1.092111849	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-C03	04202017	C03	b1	1	2.226682264	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-C04	04202017	C04	b1	1	1.585507979	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-C05	04202017	C05	b1	1	1.357217785	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-C06	04202017	C06	b1	1	1.755548525	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-C07	04202017	C07	b1	1	2.501154854	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-C08	04202017	C08	b1	1	1.520474211	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-C09	04202017	C09	b1	1	1.139232612	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-C10	04202017	C10	b1	1	1.756363467	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-C11	04202017	C11	b1	1	0.664813772	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-C12	04202017	C12	b1	1	2.077676292	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-D01	04202017	D01	b1	1	1.781422022	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-D02	04202017	D02	b1	1	2.318246709	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-D03	04202017	D03	b1	1	2.309398304	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-D04	04202017	D04	b1	1	1.18893514	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-D05	04202017	D05	b1	1	2.214336659	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-D06	04202017	D06	b1	1	0.779173517	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-D07	04202017	D07	b1	1	2.260799792	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-D08	04202017	D08	b1	1	1.149692057	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-D09	04202017	D09	b1	1	1.639055858	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-D10	04202017	D10	b1	1	1.990468664	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-D11	04202017	D11	b1	1	2.00518071	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-D12	04202017	D12	b1	1	2.773438305	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
04202017-E01	04202017	E01	b1	1	2.070653232	TRUE	NA18498	NA18508	NA18856	NA19190	50000	50	100x dilution	2
