sample	experiment	well	batch	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
03062018-A01	03062018	A01	b6	1	1.869933087	TRUE	NA18505	NA18519	NA18522	NA19159	0	0	50x dilution	4
03062018-A02	03062018	A02	b6	2	1.778210824	TRUE	NA18505	NA18519	NA18522	NA19160	0	0	50x dilution	4
03062018-A03	03062018	A03	b6	1	0.483225315	TRUE	NA18505	NA18519	NA18522	NA19161	0	0	50x dilution	4
03062018-A04	03062018	A04	b6	1	2.071812432	TRUE	NA18505	NA18519	NA18522	NA19162	0	0	50x dilution	4
03062018-A05	03062018	A05	b6	0	0.356315999	TRUE	NA18505	NA18519	NA18522	NA19163	0	0	50x dilution	4
03062018-A06	03062018	A06	b6	1	0.686482539	TRUE	NA18505	NA18519	NA18522	NA19164	0	0	50x dilution	4
03062018-A07	03062018	A07	b6	1	1.935358862	TRUE	NA18505	NA18519	NA18522	NA19165	0	0	50x dilution	4
03062018-A08	03062018	A08	b6	1	1.919032522	TRUE	NA18505	NA18519	NA18522	NA19166	0	0	50x dilution	4
03062018-A09	03062018	A09	b6	1	0.42555935	TRUE	NA18505	NA18519	NA18522	NA19167	0	0	50x dilution	4
03062018-A10	03062018	A10	b6	1	1.583587445	TRUE	NA18505	NA18519	NA18522	NA19168	0	0	50x dilution	4
03062018-A11	03062018	A11	b6	1	1.675967817	TRUE	NA18505	NA18519	NA18522	NA19169	0	0	50x dilution	4
03062018-A12	03062018	A12	b6	1	2.394198005	TRUE	NA18505	NA18519	NA18522	NA19170	0	0	50x dilution	4
03062018-B01	03062018	B01	b6	1	1.894582974	TRUE	NA18505	NA18519	NA18522	NA19171	0	0	50x dilution	4
03062018-B02	03062018	B02	b6	1	0.4701681	TRUE	NA18505	NA18519	NA18522	NA19172	0	0	50x dilution	4
03062018-B03	03062018	B03	b6	1	2.040964164	TRUE	NA18505	NA18519	NA18522	NA19173	0	0	50x dilution	4
03062018-B04	03062018	B04	b6	1	1.383903023	TRUE	NA18505	NA18519	NA18522	NA19174	0	0	50x dilution	4
03062018-B05	03062018	B05	b6	1	2.153456007	TRUE	NA18505	NA18519	NA18522	NA19175	0	0	50x dilution	4
03062018-B06	03062018	B06	b6	1	1.620231204	TRUE	NA18505	NA18519	NA18522	NA19176	0	0	50x dilution	4
03062018-B07	03062018	B07	b6	1	0.816768037	TRUE	NA18505	NA18519	NA18522	NA19177	0	0	50x dilution	4
03062018-B08	03062018	B08	b6	1	1.96316803	TRUE	NA18505	NA18519	NA18522	NA19178	0	0	50x dilution	4
03062018-B09	03062018	B09	b6	1	1.327031823	TRUE	NA18505	NA18519	NA18522	NA19179	0	0	50x dilution	4
03062018-B10	03062018	B10	b6	1	1.728188471	TRUE	NA18505	NA18519	NA18522	NA19180	0	0	50x dilution	4
03062018-B11	03062018	B11	b6	1	0.684356561	TRUE	NA18505	NA18519	NA18522	NA19181	0	0	50x dilution	4
03062018-B12	03062018	B12	b6	1	0.861474366	TRUE	NA18505	NA18519	NA18522	NA19182	0	0	50x dilution	4
03062018-C01	03062018	C01	b6	1	0.579725225	TRUE	NA18505	NA18519	NA18522	NA19183	0	0	50x dilution	4
03062018-C02	03062018	C02	b6	1	0.539745644	TRUE	NA18505	NA18519	NA18522	NA19184	0	0	50x dilution	4
03062018-C03	03062018	C03	b6	1	0.859503282	TRUE	NA18505	NA18519	NA18522	NA19185	0	0	50x dilution	4
03062018-C04	03062018	C04	b6	1	1.69662338	TRUE	NA18505	NA18519	NA18522	NA19186	0	0	50x dilution	4
03062018-C05	03062018	C05	b6	1	4.310257028	TRUE	NA18505	NA18519	NA18522	NA19187	0	0	50x dilution	4
03062018-C06	03062018	C06	b6	1	1.763723751	TRUE	NA18505	NA18519	NA18522	NA19188	0	0	50x dilution	4
03062018-C07	03062018	C07	b6	1	1.415499518	TRUE	NA18505	NA18519	NA18522	NA19189	0	0	50x dilution	4
03062018-C08	03062018	C08	b6	1	0.503102385	TRUE	NA18505	NA18519	NA18522	NA19190	0	0	50x dilution	4
03062018-C09	03062018	C09	b6	1	0.536266193	TRUE	NA18505	NA18519	NA18522	NA19191	0	0	50x dilution	4
03062018-C10	03062018	C10	b6	1	2.221591061	TRUE	NA18505	NA18519	NA18522	NA19192	0	0	50x dilution	4
03062018-C11	03062018	C11	b6	1	2.082447678	TRUE	NA18505	NA18519	NA18522	NA19193	0	0	50x dilution	4
03062018-C12	03062018	C12	b6	1	2.12228725	TRUE	NA18505	NA18519	NA18522	NA19194	0	0	50x dilution	4
03062018-D01	03062018	D01	b6	1	2.153863635	TRUE	NA18505	NA18519	NA18522	NA19195	0	0	50x dilution	4
03062018-D02	03062018	D02	b6	1	1.446340636	TRUE	NA18505	NA18519	NA18522	NA19196	0	0	50x dilution	4
03062018-D03	03062018	D03	b6	1	2.006719403	TRUE	NA18505	NA18519	NA18522	NA19197	0	0	50x dilution	4
03062018-D04	03062018	D04	b6	1	1.623158282	TRUE	NA18505	NA18519	NA18522	NA19198	0	0	50x dilution	4
03062018-D05	03062018	D05	b6	1	1.205189712	TRUE	NA18505	NA18519	NA18522	NA19199	0	0	50x dilution	4
03062018-D06	03062018	D06	b6	2	1.894651018	TRUE	NA18505	NA18519	NA18522	NA19200	0	0	50x dilution	4
03062018-D07	03062018	D07	b6	1	1.860970013	TRUE	NA18505	NA18519	NA18522	NA19201	0	0	50x dilution	4
03062018-D08	03062018	D08	b6	1	2.289469186	TRUE	NA18505	NA18519	NA18522	NA19202	0	0	50x dilution	4
03062018-D09	03062018	D09	b6	1	1.083314078	TRUE	NA18505	NA18519	NA18522	NA19203	0	0	50x dilution	4
03062018-D10	03062018	D10	b6	1	1.725282141	TRUE	NA18505	NA18519	NA18522	NA19204	0	0	50x dilution	4
03062018-D11	03062018	D11	b6	1	0.370410805	TRUE	NA18505	NA18519	NA18522	NA19205	0	0	50x dilution	4
03062018-D12	03062018	D12	b6	1	1.102793742	TRUE	NA18505	NA18519	NA18522	NA19206	0	0	50x dilution	4
03062018-E01	03062018	E01	b6	1	1.194028609	TRUE	NA18505	NA18519	NA18522	NA19207	0	0	50x dilution	4
03062018-E02	03062018	E02	b6	1	1.372164778	TRUE	NA18505	NA18519	NA18522	NA19208	0	0	50x dilution	4
03062018-E03	03062018	E03	b6	1	1.728580646	TRUE	NA18505	NA18519	NA18522	NA19209	0	0	50x dilution	4
03062018-E04	03062018	E04	b6	1	1.263967013	TRUE	NA18505	NA18519	NA18522	NA19210	0	0	50x dilution	4
03062018-E05	03062018	E05	b6	1	2.116451917	TRUE	NA18505	NA18519	NA18522	NA19211	0	0	50x dilution	4
03062018-E06	03062018	E06	b6	0	0.300448311	TRUE	NA18505	NA18519	NA18522	NA19212	0	0	50x dilution	4
03062018-E07	03062018	E07	b6	1	0.394928145	TRUE	NA18505	NA18519	NA18522	NA19213	0	0	50x dilution	4
03062018-E08	03062018	E08	b6	1	1.270378971	TRUE	NA18505	NA18519	NA18522	NA19214	0	0	50x dilution	4
03062018-E09	03062018	E09	b6	1	1.267594842	TRUE	NA18505	NA18519	NA18522	NA19215	0	0	50x dilution	4
03062018-E10	03062018	E10	b6	1	0.853159987	TRUE	NA18505	NA18519	NA18522	NA19216	0	0	50x dilution	4
03062018-E11	03062018	E11	b6	1	0.404650074	TRUE	NA18505	NA18519	NA18522	NA19217	0	0	50x dilution	4
03062018-E12	03062018	E12	b6	1	1.976955444	TRUE	NA18505	NA18519	NA18522	NA19218	0	0	50x dilution	4
03062018-F01	03062018	F01	b6	1	1.232551346	TRUE	NA18505	NA18519	NA18522	NA19219	0	0	50x dilution	4
03062018-F02	03062018	F02	b6	1	2.026680588	TRUE	NA18505	NA18519	NA18522	NA19220	0	0	50x dilution	4
03062018-F03	03062018	F03	b6	1	1.397519181	TRUE	NA18505	NA18519	NA18522	NA19221	0	0	50x dilution	4
03062018-F04	03062018	F04	b6	1	1.378169164	TRUE	NA18505	NA18519	NA18522	NA19222	0	0	50x dilution	4
03062018-F05	03062018	F05	b6	1	1.691252448	TRUE	NA18505	NA18519	NA18522	NA19223	0	0	50x dilution	4
03062018-F06	03062018	F06	b6	1	1.145365901	TRUE	NA18505	NA18519	NA18522	NA19224	0	0	50x dilution	4
03062018-F07	03062018	F07	b6	1	1.638158894	TRUE	NA18505	NA18519	NA18522	NA19225	0	0	50x dilution	4
03062018-F08	03062018	F08	b6	1	1.173065336	TRUE	NA18505	NA18519	NA18522	NA19226	0	0	50x dilution	4
03062018-F09	03062018	F09	b6	1	1.183228366	TRUE	NA18505	NA18519	NA18522	NA19227	0	0	50x dilution	4
03062018-F10	03062018	F10	b6	1	7.008340639	TRUE	NA18505	NA18519	NA18522	NA19228	0	0	50x dilution	4
03062018-F11	03062018	F11	b6	1	0.744774154	TRUE	NA18505	NA18519	NA18522	NA19229	0	0	50x dilution	4
03062018-F12	03062018	F12	b6	1	1.020896077	TRUE	NA18505	NA18519	NA18522	NA19230	0	0	50x dilution	4
03062018-G01	03062018	G01	b6	1	1.809787682	TRUE	NA18505	NA18519	NA18522	NA19231	0	0	50x dilution	4
03062018-G02	03062018	G02	b6	1	1.152750515	TRUE	NA18505	NA18519	NA18522	NA19232	0	0	50x dilution	4
03062018-G03	03062018	G03	b6	1	0.370984877	TRUE	NA18505	NA18519	NA18522	NA19233	0	0	50x dilution	4
03062018-G04	03062018	G04	b6	1	1.145116181	TRUE	NA18505	NA18519	NA18522	NA19234	0	0	50x dilution	4
03062018-G05	03062018	G05	b6	1	1.82564038	TRUE	NA18505	NA18519	NA18522	NA19235	0	0	50x dilution	4
03062018-G06	03062018	G06	b6	1	0.607132598	TRUE	NA18505	NA18519	NA18522	NA19236	0	0	50x dilution	4
03062018-G07	03062018	G07	b6	1	0.684722754	TRUE	NA18505	NA18519	NA18522	NA19237	0	0	50x dilution	4
03062018-G08	03062018	G08	b6	1	2.412824704	TRUE	NA18505	NA18519	NA18522	NA19238	0	0	50x dilution	4
03062018-G09	03062018	G09	b6	1	2.132738971	TRUE	NA18505	NA18519	NA18522	NA19239	0	0	50x dilution	4
03062018-G10	03062018	G10	b6	1	2.202864499	TRUE	NA18505	NA18519	NA18522	NA19240	0	0	50x dilution	4
03062018-G11	03062018	G11	b6	1	0.71736435	TRUE	NA18505	NA18519	NA18522	NA19241	0	0	50x dilution	4
03062018-G12	03062018	G12	b6	1	2.320094046	TRUE	NA18505	NA18519	NA18522	NA19242	0	0	50x dilution	4
03062018-H01	03062018	H01	b6	1	0.526869083	TRUE	NA18505	NA18519	NA18522	NA19243	0	0	50x dilution	4
03062018-H02	03062018	H02	b6	1	1.807745621	TRUE	NA18505	NA18519	NA18522	NA19244	0	0	50x dilution	4
03062018-H03	03062018	H03	b6	1	0.631406631	TRUE	NA18505	NA18519	NA18522	NA19245	0	0	50x dilution	4
03062018-H04	03062018	H04	b6	1	1.3736347	TRUE	NA18505	NA18519	NA18522	NA19246	0	0	50x dilution	4
03062018-H05	03062018	H05	b6	1	1.860897807	TRUE	NA18505	NA18519	NA18522	NA19247	0	0	50x dilution	4
03062018-H06	03062018	H06	b6	1	2.265275383	TRUE	NA18505	NA18519	NA18522	NA19248	0	0	50x dilution	4
03062018-H07	03062018	H07	b6	1	0.899822228	TRUE	NA18505	NA18519	NA18522	NA19249	0	0	50x dilution	4
03062018-H08	03062018	H08	b6	1	1.980134943	TRUE	NA18505	NA18519	NA18522	NA19250	0	0	50x dilution	4
