sample	experiment	well	batch	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
12112017-A01	12112017	A01	b5	1	2.480165373	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-A02	12112017	A02	b5	1	0.354686596	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-A03	12112017	A03	b5	1	0.656257603	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-A04	12112017	A04	b5	1	1.117247338	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-A05	12112017	A05	b5	1	0.219786819	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-A06	12112017	A06	b5	1	0.987279876	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-A07	12112017	A07	b5	1	2.96186116	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-A08	12112017	A08	b5	1	2.041104034	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-A09	12112017	A09	b5	1	0.314745224	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-A10	12112017	A10	b5	1	2.55362143	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-A11	12112017	A11	b5	1	2.78083685	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-A12	12112017	A12	b5	1	1.999819185	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-B01	12112017	B01	b5	1	0.274059587	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-B02	12112017	B02	b5	1	1.522467155	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-B03	12112017	B03	b5	1	0.549902582	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-B04	12112017	B04	b5	1	1.693680179	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-B05	12112017	B05	b5	1	0.28987381	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-B06	12112017	B06	b5	0	0.231838835	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-B07	12112017	B07	b5	1	1.418072642	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-B08	12112017	B08	b5	1	0.803785366	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-B09	12112017	B09	b5	1	1.794254796	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-B10	12112017	B10	b5	1	0.348912604	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-B11	12112017	B11	b5	0	0.212758651	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-B12	12112017	B12	b5	1	1.914962151	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-C01	12112017	C01	b5	1	1.41081168	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-C02	12112017	C02	b5	1	2.448388152	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-C03	12112017	C03	b5	1	1.933329106	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-C04	12112017	C04	b5	1	0.383846356	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-C05	12112017	C05	b5	1	0.513366285	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-C06	12112017	C06	b5	1	0.214412336	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-C07	12112017	C07	b5	1	1.372034193	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-C08	12112017	C08	b5	1	1.941781158	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-C09	12112017	C09	b5	1	2.075242473	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-C10	12112017	C10	b5	1	2.377272467	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-C11	12112017	C11	b5	1	1.667856298	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-C12	12112017	C12	b5	1	0.318796145	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
12112017-D01	12112017	D01	b5	1	0.879254026	TRUE	NA18511	NA19108	NA19143	NA19204	0	0	50x dilution	4
