sample	experiment	well	batch	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
11282017-A01	11282017	A01	b5	1	2.295682645	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-A02	11282017	A02	b5	1	0.527725958	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-A03	11282017	A03	b5	1	1.915828466	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-A04	11282017	A04	b5	1	0.565358479	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-A05	11282017	A05	b5	1	2.566027898	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-A06	11282017	A06	b5	2	1.969337004	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-A07	11282017	A07	b5	1	2.034662704	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-A08	11282017	A08	b5	1	1.804179742	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-A09	11282017	A09	b5	1	0.505982093	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-A10	11282017	A10	b5	1	0.302637391	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-A11	11282017	A11	b5	1	2.237839946	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-A12	11282017	A12	b5	1	1.517228749	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-B01	11282017	B01	b5	2	1.459318359	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-B02	11282017	B02	b5	1	2.48203234	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-B03	11282017	B03	b5	1	0.742680927	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-B04	11282017	B04	b5	1	0.236054774	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-B05	11282017	B05	b5	1	0.240550759	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-B06	11282017	B06	b5	2	0.742507524	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-B07	11282017	B07	b5	1	1.884252664	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-B08	11282017	B08	b5	1	2.348835902	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-B09	11282017	B09	b5	1	1.6134773	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-B10	11282017	B10	b5	1	2.083464579	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-B11	11282017	B11	b5	1	0.484710813	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-B12	11282017	B12	b5	1	0.270766208	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-C01	11282017	C01	b5	1	2.117519441	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-C02	11282017	C02	b5	2	1.04402237	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-C03	11282017	C03	b5	1	1.711213683	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-C04	11282017	C04	b5	1	1.746069207	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-C05	11282017	C05	b5	1	2.106213391	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-C06	11282017	C06	b5	1	1.797539027	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-C07	11282017	C07	b5	1	2.110978921	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-C08	11282017	C08	b5	1	2.272832284	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-C09	11282017	C09	b5	1	1.79205161	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-C10	11282017	C10	b5	1	1.765447731	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-C11	11282017	C11	b5	1	0.528516652	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-C12	11282017	C12	b5	1	0.516355262	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-D01	11282017	D01	b5	1	1.782367628	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-D02	11282017	D02	b5	1	2.728689856	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-D03	11282017	D03	b5	1	0.2134645	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-D04	11282017	D04	b5	1	1.749040388	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-D05	11282017	D05	b5	1	0.522203496	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-D06	11282017	D06	b5	1	2.039250156	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-D07	11282017	D07	b5	1	1.93707316	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-D08	11282017	D08	b5	2	1.01895926	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-D09	11282017	D09	b5	1	1.917136176	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-D10	11282017	D10	b5	1	1.306989842	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-D11	11282017	D11	b5	1	2.577497106	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-D12	11282017	D12	b5	1	2.669554651	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-E01	11282017	E01	b5	1	2.552303884	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-E02	11282017	E02	b5	1	1.168444693	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-E03	11282017	E03	b5	1	0.257312986	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-E04	11282017	E04	b5	1	1.754328551	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
11282017-E05	11282017	E05	b5	1	0.76869211	TRUE	NA18511	NA18912	NA19102	NA19225	0	0	50x dilution	4
