sample	experiment	well	batch	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
08242017-A01	08242017	A01	b2	1	1.606733718	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-A02	08242017	A02	b2	1	0.547371601	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-A03	08242017	A03	b2	1	1.730674451	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-A04	08242017	A04	b2	1	1.849145862	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-A05	08242017	A05	b2	1	1.867181891	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-A06	08242017	A06	b2	1	2.480655856	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-A07	08242017	A07	b2	1	2.608742126	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-A08	08242017	A08	b2	1	1.823456858	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-A09	08242017	A09	b2	1	1.801118316	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-A10	08242017	A10	b2	1	2.545786333	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-A11	08242017	A11	b2	1	2.236874221	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-A12	08242017	A12	b2	1	2.364089651	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-B01	08242017	B01	b2	1	1.541019351	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-B02	08242017	B02	b2	1	1.959370824	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-B03	08242017	B03	b2	1	0.508630104	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-B04	08242017	B04	b2	1	1.485710503	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-B05	08242017	B05	b2	1	1.960041284	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-B06	08242017	B06	b2	0	0.296617801	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-B07	08242017	B07	b2	1	1.913892246	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-B08	08242017	B08	b2	1	2.172970445	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-B09	08242017	B09	b2	1	1.576896812	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-B10	08242017	B10	b2	1	2.408403475	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-B11	08242017	B11	b2	1	1.573162433	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-B12	08242017	B12	b2	1	1.883979885	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-C01	08242017	C01	b2	1	1.513505737	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-C02	08242017	C02	b2	1	1.582928521	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-C03	08242017	C03	b2	1	1.528438902	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-C04	08242017	C04	b2	1	1.626692541	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-C05	08242017	C05	b2	1	1.806625266	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-C06	08242017	C06	b2	1	2.247947702	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-C07	08242017	C07	b2	1	1.801837198	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-C08	08242017	C08	b2	1	1.653867597	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-C09	08242017	C09	b2	1	1.675484588	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-C10	08242017	C10	b2	1	1.743385619	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-C11	08242017	C11	b2	1	2.316858245	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-C12	08242017	C12	b2	1	0.400955648	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-D01	08242017	D01	b2	1	1.686914036	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-D02	08242017	D02	b2	2	0.833820991	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-D03	08242017	D03	b2	2	0.518881391	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-D04	08242017	D04	b2	1	1.942907695	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-D05	08242017	D05	b2	1	2.76085438	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-D06	08242017	D06	b2	1	1.671569661	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-D07	08242017	D07	b2	1	1.95561185	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-D08	08242017	D08	b2	1	2.145956856	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-D09	08242017	D09	b2	1	1.926175533	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-D10	08242017	D10	b2	1	2.228003448	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-D11	08242017	D11	b2	1	0.65763172	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-D12	08242017	D12	b2	1	1.541493771	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-E01	08242017	E01	b2	1	2.01647882	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-E02	08242017	E02	b2	1	1.674687801	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-E03	08242017	E03	b2	1	1.983327294	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-E04	08242017	E04	b2	1	1.763609989	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-E05	08242017	E05	b2	1	1.92113831	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-E06	08242017	E06	b2	1	2.654359178	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-E07	08242017	E07	b2	1	2.758470563	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-E08	08242017	E08	b2	1	1.837763118	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-E09	08242017	E09	b2	1	0.264329903	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-E10	08242017	E10	b2	1	1.207476258	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-E11	08242017	E11	b2	1	1.899539456	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-E12	08242017	E12	b2	1	0.349581926	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-F01	08242017	F01	b2	1	3.474213323	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-F02	08242017	F02	b2	2	2.321724133	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-F03	08242017	F03	b2	0	0.318647697	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-F04	08242017	F04	b2	1	1.837929247	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-F05	08242017	F05	b2	1	2.789898915	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-F06	08242017	F06	b2	2	2.322915189	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-F07	08242017	F07	b2	1	1.211828928	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-F08	08242017	F08	b2	1	1.780957821	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-F09	08242017	F09	b2	1	2.271367042	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-F10	08242017	F10	b2	0	0.231482677	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-F11	08242017	F11	b2	1	2.08326326	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-F12	08242017	F12	b2	1	0.212227643	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-G01	08242017	G01	b2	1	2.52883432	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-G02	08242017	G02	b2	1	2.046809229	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-G03	08242017	G03	b2	1	1.737712584	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-G04	08242017	G04	b2	1	0.585302396	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-G05	08242017	G05	b2	1	0.299240965	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-G06	08242017	G06	b2	1	2.536935633	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
08242017-G07	08242017	G07	b2	1	2.592407625	TRUE	NA18501	NA18870	NA18862	NA18508	0	0	50x dilution	2
