sample	experiment	well	batch	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
09262017-A01	09262017	A01	b3	1	2.275102759	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-A02	09262017	A02	b3	1	2.143959988	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-A03	09262017	A03	b3	1	0.212246342	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-A04	09262017	A04	b3	0	0.29427616	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-A05	09262017	A05	b3	1	1.913100104	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-A06	09262017	A06	b3	1	0.634168657	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-A07	09262017	A07	b3	1	0.193915942	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-A08	09262017	A08	b3	1	2.357442948	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-A09	09262017	A09	b3	1	2.61226797	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-A10	09262017	A10	b3	1	2.346249315	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-A11	09262017	A11	b3	1	2.515004407	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-A12	09262017	A12	b3	1	2.811042826	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-B01	09262017	B01	b3	1	1.669705214	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-B02	09262017	B02	b3	1	2.150546809	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-B03	09262017	B03	b3	1	0.539756923	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-B04	09262017	B04	b3	1	2.090963778	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-B05	09262017	B05	b3	1	2.477245693	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-B06	09262017	B06	b3	2	1.159597133	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-B07	09262017	B07	b3	1	1.697744546	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-B08	09262017	B08	b3	0	0.231246233	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-B09	09262017	B09	b3	1	2.633634923	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-B10	09262017	B10	b3	1	2.269935029	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-B11	09262017	B11	b3	1	1.432697586	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-B12	09262017	B12	b3	1	2.127832348	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
09262017-C01	09262017	C01	b3	1	1.872655747	TRUE	NA18852	NA19114	NA19153	NA19207	0	0	50x dilution	2
