sample	experiment	well	batch	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
11302017-A01	11302017	A01	b5	1	2.579199223	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-A02	11302017	A02	b5	1	0.85456668	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-A03	11302017	A03	b5	0	0.251694299	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-A04	11302017	A04	b5	1	2.283646059	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-A05	11302017	A05	b5	1	2.418536699	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-A06	11302017	A06	b5	1	1.842240665	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-A07	11302017	A07	b5	1	1.857510228	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-A08	11302017	A08	b5	1	1.905650893	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-A09	11302017	A09	b5	1	0.630623481	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-A10	11302017	A10	b5	1	1.97640139	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-A11	11302017	A11	b5	1	1.901247783	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-A12	11302017	A12	b5	1	0.489007091	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-B01	11302017	B01	b5	1	0.546752235	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-B02	11302017	B02	b5	1	2.080626126	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-B03	11302017	B03	b5	1	0.737001639	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-B04	11302017	B04	b5	1	1.931545275	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-B05	11302017	B05	b5	1	2.257593168	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-B06	11302017	B06	b5	1	0.992297446	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-B07	11302017	B07	b5	1	2.294637984	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-B08	11302017	B08	b5	1	0.726098457	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-B09	11302017	B09	b5	1	0.452602383	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-B10	11302017	B10	b5	1	0.5019699	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-B11	11302017	B11	b5	1	0.48639155	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-B12	11302017	B12	b5	1	0.783569917	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-C01	11302017	C01	b5	2	0.656345011	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-C02	11302017	C02	b5	1	0.737725896	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-C03	11302017	C03	b5	1	2.120410195	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-C04	11302017	C04	b5	1	0.706546355	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-C05	11302017	C05	b5	1	0.656233039	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-C06	11302017	C06	b5	1	2.343911629	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-C07	11302017	C07	b5	1	2.056991136	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-C08	11302017	C08	b5	1	2.493446453	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-C09	11302017	C09	b5	2	1.280348361	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-C10	11302017	C10	b5	1	1.003131109	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-C11	11302017	C11	b5	1	0.948706774	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-C12	11302017	C12	b5	1	0.665230725	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-D01	11302017	D01	b5	1	2.091525478	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-D02	11302017	D02	b5	1	0.972616702	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-D03	11302017	D03	b5	1	2.513132288	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-D04	11302017	D04	b5	1	0.840716298	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-D05	11302017	D05	b5	1	2.517121619	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-D06	11302017	D06	b5	1	0.551404628	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-D07	11302017	D07	b5	1	2.598716159	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-D08	11302017	D08	b5	1	1.007755777	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-D09	11302017	D09	b5	1	2.693556947	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-D10	11302017	D10	b5	1	0.693878894	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-D11	11302017	D11	b5	1	2.15779311	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-D12	11302017	D12	b5	1	2.923098192	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-E01	11302017	E01	b5	0	0.251209773	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-E02	11302017	E02	b5	1	2.166324629	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-E03	11302017	E03	b5	1	1.298853082	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-E04	11302017	E04	b5	1	0.616774989	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-E05	11302017	E05	b5	1	2.243451154	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-E06	11302017	E06	b5	1	1.711410407	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-E07	11302017	E07	b5	1	1.002016831	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
11302017-E08	11302017	E08	b5	1	1.703187231	TRUE	NA18501	NA18859	NA19102	NA19204	0	0	50x dilution	4
