sample	experiment	well	batch	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
11272017-A01	11272017	A01	b5	1	1.877294392	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-A02	11272017	A02	b5	0	0.308237559	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-A03	11272017	A03	b5	1	1.57403	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-A04	11272017	A04	b5	1	1.148539185	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-A05	11272017	A05	b5	1	1.813882481	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-A06	11272017	A06	b5	1	1.527825369	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-A07	11272017	A07	b5	1	1.314032795	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-A08	11272017	A08	b5	1	2.093745283	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-A09	11272017	A09	b5	1	0.596648951	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-A10	11272017	A10	b5	1	0.126828271	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-A11	11272017	A11	b5	1	1.077407925	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-A12	11272017	A12	b5	1	1.838292809	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-B01	11272017	B01	b5	1	0.792617835	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-B02	11272017	B02	b5	1	0.474809156	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-B03	11272017	B03	b5	1	1.255161138	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-B04	11272017	B04	b5	1	1.575117563	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-B05	11272017	B05	b5	2	1.550334642	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-B06	11272017	B06	b5	1	0.711622359	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-B07	11272017	B07	b5	1	1.319131316	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-B08	11272017	B08	b5	1	1.170741226	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-B09	11272017	B09	b5	1	1.565707029	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-B10	11272017	B10	b5	1	0.515820637	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-B11	11272017	B11	b5	1	0.893507498	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-B12	11272017	B12	b5	1	0.786354877	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-C01	11272017	C01	b5	1	0.691011221	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-C02	11272017	C02	b5	1	1.873980668	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-C03	11272017	C03	b5	1	1.304428203	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-C04	11272017	C04	b5	1	1.682109861	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-C05	11272017	C05	b5	1	0.681483235	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-C06	11272017	C06	b5	1	1.188050697	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-C07	11272017	C07	b5	1	2.144132713	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-C08	11272017	C08	b5	1	0.915461902	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-C09	11272017	C09	b5	1	1.304118428	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-C10	11272017	C10	b5	1	1.427246944	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-C11	11272017	C11	b5	1	0.408063213	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-C12	11272017	C12	b5	1	0.36264007	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-D01	11272017	D01	b5	1	1.690341946	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-D02	11272017	D02	b5	1	0.417428911	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-D03	11272017	D03	b5	1	2.037926379	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-D04	11272017	D04	b5	1	1.137471489	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-D05	11272017	D05	b5	1	0.943571553	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-D06	11272017	D06	b5	1	1.474964092	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-D07	11272017	D07	b5	0	0.296422473	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-D08	11272017	D08	b5	1	0.277772813	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-D09	11272017	D09	b5	1	1.649856737	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-D10	11272017	D10	b5	1	0.430796888	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-D11	11272017	D11	b5	1	1.179992678	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-D12	11272017	D12	b5	1	1.581589474	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-E01	11272017	E01	b5	1	2.272355858	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-E02	11272017	E02	b5	1	1.773866803	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-E03	11272017	E03	b5	1	1.609757331	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-E04	11272017	E04	b5	1	1.170039504	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-E05	11272017	E05	b5	1	1.267501889	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-E06	11272017	E06	b5	1	1.183647166	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-E07	11272017	E07	b5	1	1.867301878	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-E08	11272017	E08	b5	1	1.152128622	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-E09	11272017	E09	b5	1	0.338871205	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-E10	11272017	E10	b5	1	0.31725941	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-E11	11272017	E11	b5	1	0.463370935	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-E12	11272017	E12	b5	1	1.55032784	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-F01	11272017	F01	b5	1	1.539460865	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-F02	11272017	F02	b5	1	1.970073124	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-F03	11272017	F03	b5	1	1.71600571	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-F04	11272017	F04	b5	1	1.784894387	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-F05	11272017	F05	b5	1	1.816393594	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-F06	11272017	F06	b5	1	0.919570755	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-F07	11272017	F07	b5	1	0.468613693	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-F08	11272017	F08	b5	1	1.301016325	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-F09	11272017	F09	b5	1	0.472631942	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-F10	11272017	F10	b5	1	1.453971901	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-F11	11272017	F11	b5	0	0.16742026	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-F12	11272017	F12	b5	1	2.155698123	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-G01	11272017	G01	b5	1	1.85257472	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-G02	11272017	G02	b5	1	1.290042208	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-G03	11272017	G03	b5	1	1.733879616	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-G04	11272017	G04	b5	1	1.711567379	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-G05	11272017	G05	b5	1	0.982743474	FALSE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-G06	11272017	G06	b5	0	0.215072659	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-G07	11272017	G07	b5	1	0.98226909	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-G08	11272017	G08	b5	1	0.62954477	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-G09	11272017	G09	b5	1	0.731157357	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-G10	11272017	G10	b5	1	2.18956549	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-G11	11272017	G11	b5	0	0.190152274	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-G12	11272017	G12	b5	1	2.202856221	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-H01	11272017	H01	b5	1	0.621009366	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-H02	11272017	H02	b5	1	0.483609778	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-H03	11272017	H03	b5	1	1.578423912	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-H04	11272017	H04	b5	1	0.568674471	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-H05	11272017	H05	b5	1	1.624235795	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-H06	11272017	H06	b5	1	2.019828036	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-H07	11272017	H07	b5	1	1.229559418	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-H08	11272017	H08	b5	1	0.518543311	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-H09	11272017	H09	b5	1	1.433100824	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-H10	11272017	H10	b5	1	1.991121821	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-H11	11272017	H11	b5	1	2.008981367	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
11272017-H12	11272017	H12	b5	1	2.316718405	TRUE	NA18511	NA18859	NA19127	NA19130	0	0	50x dilution	4
