sample	experiment	well	batch	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
11202017-A01	11202017	A01	b4	1	2.171882168	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-A02	11202017	A02	b4	1	0.300719903	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-A03	11202017	A03	b4	1	0.321369548	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-A04	11202017	A04	b4	1	0.283865764	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-A05	11202017	A05	b4	1	1.322963404	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-A06	11202017	A06	b4	1	1.059360884	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-A07	11202017	A07	b4	1	0.905672763	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-A08	11202017	A08	b4	1	1.213755364	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-A09	11202017	A09	b4	1	1.131565872	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-A10	11202017	A10	b4	1	0.416095809	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-A11	11202017	A11	b4	1	1.299526653	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-A12	11202017	A12	b4	1	0.614736422	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-B01	11202017	B01	b4	1	0.204543284	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-B02	11202017	B02	b4	1	0.461385819	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-B03	11202017	B03	b4	1	1.315755439	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-B04	11202017	B04	b4	1	0.35759109	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-B05	11202017	B05	b4	1	0.385908337	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-B06	11202017	B06	b4	0	0.092504996	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-B07	11202017	B07	b4	1	1.590431093	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-B08	11202017	B08	b4	1	0.491552438	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-B09	11202017	B09	b4	1	0.986259576	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-B10	11202017	B10	b4	1	0.693873277	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-B11	11202017	B11	b4	1	1.376279372	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-B12	11202017	B12	b4	0	0.143538739	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-C01	11202017	C01	b4	1	1.409060871	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-C02	11202017	C02	b4	1	0.626671438	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-C03	11202017	C03	b4	0	0.151310584	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-C04	11202017	C04	b4	1	1.472531111	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-C05	11202017	C05	b4	1	1.102561309	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-C06	11202017	C06	b4	1	1.40246145	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-C07	11202017	C07	b4	1	1.530868371	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-C08	11202017	C08	b4	1	0.484174147	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
11202017-C09	11202017	C09	b4	1	1.342681318	TRUE	NA18907	NA18855	NA19152	NA19152	0	0	50x dilution	1
