name	type	checksum	instrument	read_length	library
03302017-C07-NA18852.fastq.gz	fastq	281e5c95dd11348e4b020b7c09fa7c7b	HiSeq 2500	50	single
03302017-C08-NA19098.fastq.gz	fastq	8ad6a3fc6cdb8ee9f72f3c8ab4c0e703	HiSeq 2500	50	single
03302017-C09-NA19098.fastq.gz	fastq	5e5318c15a4333f0d0809060f02dbe0a	HiSeq 2500	50	single
03302017-C10-NA18502.fastq.gz	fastq	bac7cb5de246404f01a9676def962081	HiSeq 2500	50	single
03302017-C11-NA18852.fastq.gz	fastq	58dfae633d6b221bd77694a0ffab3160	HiSeq 2500	50	single
03302017-C12-NA18502.fastq.gz	fastq	d46ab396009249e0defaa5a64935b7d7	HiSeq 2500	50	single
03302017-D01-NA18502.fastq.gz	fastq	ec9147ef0448321a6daa77a155dfccf8	HiSeq 2500	50	single
03302017-D02-NA19098.fastq.gz	fastq	74c883ac326fb51894cd15b0b1c59b6d	HiSeq 2500	50	single
03302017-D03-NA18502.fastq.gz	fastq	cbbb4708aa3785249f93be73b2d5125e	HiSeq 2500	50	single
03302017-D04-NA18502.fastq.gz	fastq	0aa98e5955efb75eb5c127d5b383bd2e	HiSeq 2500	50	single
03302017-D05-NA18502.fastq.gz	fastq	12f609b7cf6ac481fc921b27b6820802	HiSeq 2500	50	single
03302017-D06-NA18520.fastq.gz	fastq	95bce877dcd6240c4c4d288002dc07d5	HiSeq 2500	50	single
03302017-D07-NA18502.fastq.gz	fastq	f4d969d76d754ca16ee9bbfddf26b4b4	HiSeq 2500	50	single
03302017-D08-NA18502.fastq.gz	fastq	87a3b4b952b4989cd4aaeb1cc0714700	HiSeq 2500	50	single
03302017-D09-NA18520.fastq.gz	fastq	1a1538b7abf0587a6a60b81500165356	HiSeq 2500	50	single
03302017-D10-NA18502.fastq.gz	fastq	6466dfd7eced8f0c046284a29a47f7d1	HiSeq 2500	50	single
03302017-D11-NA18502.fastq.gz	fastq	08ef7ef645f643e6e1f33b6b42fd0ee8	HiSeq 2500	50	single
03302017-D12-NA18502.fastq.gz	fastq	ac16e6e404b8cb101d0dd00e339b6462	HiSeq 2500	50	single
03302017-E01-NA18502.fastq.gz	fastq	f1dd26a72ed17ea52be8ba4cdb6b9cf1	HiSeq 2500	50	single
03302017-E02-NA18520.fastq.gz	fastq	519098fc78fde869d535d00524d06ad5	HiSeq 2500	50	single
03302017-E03-NA18852.fastq.gz	fastq	4af05e85b88b15aa1567fa64eee1ddad	HiSeq 2500	50	single
03302017-E04-NA19098.fastq.gz	fastq	2e592f4b5463f5cbb7ac8c2fbbd8f05e	HiSeq 2500	50	single
03302017-E05-NA18502.fastq.gz	fastq	160e410866d02784e5ff6e8a7f1fafca	HiSeq 2500	50	single
03302017-E06-NA18852.fastq.gz	fastq	a081c442c9ef41debbcb481c510ae969	HiSeq 2500	50	single
03302017-E07-NA18502.fastq.gz	fastq	fcc9e210b0158be7cd25bc03086b98c3	HiSeq 2500	50	single
03302017-E08-NA18502.fastq.gz	fastq	c70536e0e1c961136d05a783eb7cb629	HiSeq 2500	50	single
03302017-E09-NA18502.fastq.gz	fastq	024bf0111860b84cff9e9314114223a0	HiSeq 2500	50	single
03302017-E10-NA18520.fastq.gz	fastq	a10db391985f7c1244ea035be03d7d09	HiSeq 2500	50	single
03302017-E11-NA18852.fastq.gz	fastq	776cbb968ffe871e7c377a0717ff4840	HiSeq 2500	50	single
03302017-E12-NA18502.fastq.gz	fastq	18efa2a6cab9efba4da7763f4ca6cb0c	HiSeq 2500	50	single
03302017-F01-NA18520.fastq.gz	fastq	f11cb5026a48e86533753b034b12a8cd	HiSeq 2500	50	single
03302017-F02-NA18502.fastq.gz	fastq	078ad45890f69355df82ae3576237b6b	HiSeq 2500	50	single
03302017-F03-NA18502.fastq.gz	fastq	52523632e7ef71e65df0bcbed627ea55	HiSeq 2500	50	single
03302017-F04-NA18520.fastq.gz	fastq	18a86ef9c031a833910c1a21496a1779	HiSeq 2500	50	single
03302017-F05-NA18852.fastq.gz	fastq	53dc44bcae72203fff788c2eb0659133	HiSeq 2500	50	single
03302017-F06-NA18520.fastq.gz	fastq	55776aa48f0ea7f5a9879e6925c4d72f	HiSeq 2500	50	single
03302017-F07-NA18502.fastq.gz	fastq	958094cee5fa110067234ca724a5e431	HiSeq 2500	50	single
03302017-F08-NA18502.fastq.gz	fastq	3bab537e31f1b47bfe5e63f152b457a3	HiSeq 2500	50	single
03302017-F09-NA18502.fastq.gz	fastq	6d9ba0e3084146d7d25024cee2e208af	HiSeq 2500	50	single
03302017-F10-NA18502.fastq.gz	fastq	69c097e67b31616f1af1c7bc427ec3f9	HiSeq 2500	50	single
03302017-F11-NA18520.fastq.gz	fastq	d8d682ff7f4cc65df137969980a1163e	HiSeq 2500	50	single
03302017-F12-NA18852.fastq.gz	fastq	691e9f980aff0543e9ecce55f618a02a	HiSeq 2500	50	single
03302017-G01-NA18852.fastq.gz	fastq	014a7ff65bee36c09ac035fc1e22ac62	HiSeq 2500	50	single
03302017-G02-NA18502.fastq.gz	fastq	e806ed0281fd920ce04fe3bd153650d1	HiSeq 2500	50	single
03302017-G03-NA18502.fastq.gz	fastq	72bfb1f22196664d162865e19e332bf0	HiSeq 2500	50	single
03302017-G04-NA18502.fastq.gz	fastq	3c8051eb53d3942d79f6070df67e7489	HiSeq 2500	50	single
03302017-G05-NA19098.fastq.gz	fastq	467e77ea6cc9e2bb350e10bf8231dba5	HiSeq 2500	50	single
03302017-G06-NA18852.fastq.gz	fastq	4d99ea195c167d8d2f5e9f920a8e74f4	HiSeq 2500	50	single
03302017-G07-NA18502.fastq.gz	fastq	69f7c05ae70e4b6096570adb3001e9dc	HiSeq 2500	50	single
03302017-G08-NA19098.fastq.gz	fastq	67c5b1657a9d416954483dc5a5f8cb41	HiSeq 2500	50	single
03302017-G09-NA18502.fastq.gz	fastq	e51e21365a3b1449e38f5293fdd2a655	HiSeq 2500	50	single
03302017-G10-NA18502.fastq.gz	fastq	2b68ca79ecd4c85e5fe1163bdf61d8fb	HiSeq 2500	50	single
03302017-G11-NA18502.fastq.gz	fastq	c23bbbe34a12993af4b52850bfa13e6a	HiSeq 2500	50	single
03302017-G12-NA18502.fastq.gz	fastq	48177e73cd52600dd57c99d71a614b69	HiSeq 2500	50	single
03302017-H01-NA18502.fastq.gz	fastq	d1eba870a57d778900cf9ca3780b969a	HiSeq 2500	50	single
03302017-H02-NA18502.fastq.gz	fastq	721b462b31756cf80f3ec6f2d3789d23	HiSeq 2500	50	single
03302017-H03-NA19098.fastq.gz	fastq	c1a48436443a53fc0d32b7259d7afa5a	HiSeq 2500	50	single
03302017-H04-NA18502.fastq.gz	fastq	2d52a9d10111443da1e0144f17239f3f	HiSeq 2500	50	single
03302017-H05-NA18502.fastq.gz	fastq	43e76e072d7781807915ae32e2fa8ee1	HiSeq 2500	50	single
03302017-H06-NA18852.fastq.gz	fastq	cba48b902b51c618f7e965ae797b5edf	HiSeq 2500	50	single
03302017-H07-NA18852.fastq.gz	fastq	881382c1e1d89f63fce5aa23f54b3ec5	HiSeq 2500	50	single
03302017-H08-NA18502.fastq.gz	fastq	d681ec7234da856e019aeb54e03fec9f	HiSeq 2500	50	single
03302017-H09-NA18502.fastq.gz	fastq	99b3696decd9970c12ec49194116ca4e	HiSeq 2500	50	single
03302017-H10-NA18502.fastq.gz	fastq	ce2353dc0cba4ade57fd1d370e5ded0b	HiSeq 2500	50	single
03302017-H11-NA18520.fastq.gz	fastq	5f5e9687cca84f5dcaffc3f0983e4969	HiSeq 2500	50	single
03302017-H12-NA18852.fastq.gz	fastq	e2a36c14e905a3538a029479bd6bccc7	HiSeq 2500	50	single
03312017-A01-NA18856.fastq.gz	fastq	d1f4bef469b358d82c3f7e7e5b885307	HiSeq 2500	50	single
03312017-A02-NA18520.fastq.gz	fastq	8a87250028859bead22e6119f62c18f1	HiSeq 2500	50	single
03312017-A03-NA18520.fastq.gz	fastq	b43189a3332eaa008cbfb1aa3bca42b6	HiSeq 2500	50	single
03312017-A04-NA18856.fastq.gz	fastq	9fce8c4629f07486aa19be3d8461801d	HiSeq 2500	50	single
03312017-A05-NA18502.fastq.gz	fastq	de8237d08b57e27228a0a8b443c61fe0	HiSeq 2500	50	single
03312017-A06-NA18856.fastq.gz	fastq	7855ac124fdf770c5ddbaa3104921142	HiSeq 2500	50	single
03312017-A07-NA18520.fastq.gz	fastq	fed29c5aa6828c21d2413212a766cb38	HiSeq 2500	50	single
03312017-A08-NA18502.fastq.gz	fastq	6e835db907c5c7cb1ec4a770f65df27e	HiSeq 2500	50	single
03312017-A09-NA18856.fastq.gz	fastq	32745d7298446ca9264ea609ae233099	HiSeq 2500	50	single
03312017-A10-NA19092.fastq.gz	fastq	555d6e0dc604f2246c0565213d6b38d0	HiSeq 2500	50	single
03312017-A11-NA18856.fastq.gz	fastq	c5b07240ab706bf0e99b89fce9e90bf6	HiSeq 2500	50	single
03312017-A12-NA19092.fastq.gz	fastq	799678f63a938fb9bc362023610f9cbb	HiSeq 2500	50	single
03312017-B01-NA18856.fastq.gz	fastq	4472ad2ec8dcac1308e2cee0c672f6c6	HiSeq 2500	50	single
03312017-B02-NA18856.fastq.gz	fastq	8dcf8557e8f8e1a70939aee2d403c315	HiSeq 2500	50	single
03312017-B03-NA18856.fastq.gz	fastq	df659ec4b0ce0b2dbaa649bb05fe864d	HiSeq 2500	50	single
03312017-B04-NA18502.fastq.gz	fastq	74092514868a794faf777ef241cc97f9	HiSeq 2500	50	single
03312017-B05-NA19092.fastq.gz	fastq	e366f08a4fca97788ccdbe4a9c653c6e	HiSeq 2500	50	single
03312017-B06-NA18520.fastq.gz	fastq	265fd834d2e2411c271d86d3d36eab80	HiSeq 2500	50	single
03312017-B07-NA18856.fastq.gz	fastq	9993fc537986b2ef024d797f69ec85d4	HiSeq 2500	50	single
03312017-B08-NA19092.fastq.gz	fastq	32e330308947e8e5f0afde77c967da49	HiSeq 2500	50	single
03312017-B09-NA18520.fastq.gz	fastq	ed1b399bc1c5e15786ad678285f59caa	HiSeq 2500	50	single
03312017-B10-NA19092.fastq.gz	fastq	ec729e90260737044967a0201ebbf4bc	HiSeq 2500	50	single
03312017-B11-NA18520.fastq.gz	fastq	94f3bd91d4b344b35bdf3e52285372ec	HiSeq 2500	50	single
03312017-B12-NA18502.fastq.gz	fastq	f0a886d7fa72bc23bacd62bc096fbb7b	HiSeq 2500	50	single
03312017-C01-NA18502.fastq.gz	fastq	5773f488cd76d4437f135ad61e32a02e	HiSeq 2500	50	single
03312017-C02-NA19092.fastq.gz	fastq	f7ef24a60e22b307db2eae314af40f87	HiSeq 2500	50	single
03312017-C03-NA18856.fastq.gz	fastq	212a231dca1a82a2aebc2e47ef552d7f	HiSeq 2500	50	single
03312017-C04-NA18856.fastq.gz	fastq	607857c9cc95fdc4d1ec6caf0b048f24	HiSeq 2500	50	single
03312017-C05-NA19092.fastq.gz	fastq	c95b5f9e7517ebc8b2813005148ad047	HiSeq 2500	50	single
03312017-C06-NA19092.fastq.gz	fastq	196c4c22834b16cabdc8da7ddcb47a90	HiSeq 2500	50	single
03312017-C07-NA18502.fastq.gz	fastq	20c88e41122f122c3d3adb44e1849653	HiSeq 2500	50	single
03312017-C08-NA18856.fastq.gz	fastq	66cfb7af744e1337b18b80c7b127ce5c	HiSeq 2500	50	single
03312017-C09-NA18520.fastq.gz	fastq	6053bcd1c6836c60608553034ae7566d	HiSeq 2500	50	single
03312017-C10-NA19092.fastq.gz	fastq	ae0bbe132ea974deb290240b8b3a98fb	HiSeq 2500	50	single
03312017-C11-NA18502.fastq.gz	fastq	8a1031a661bc347f0621ac370cdb1b5d	HiSeq 2500	50	single
03312017-C12-NA19092.fastq.gz	fastq	2a0c0a06102ca51ff996e86f419eb30b	HiSeq 2500	50	single
03312017-D01-NA18856.fastq.gz	fastq	794cca67eee41cc5109390c1f12c3cce	HiSeq 2500	50	single
03312017-D02-NA18856.fastq.gz	fastq	672632079d0503c8801e307327ac2f1c	HiSeq 2500	50	single
03312017-D03-NA18502.fastq.gz	fastq	50ac621c47c7bb5b9406f384c41f6ecf	HiSeq 2500	50	single
03312017-D04-NA18856.fastq.gz	fastq	cb86155b9bb7941eb582b56fb61647ad	HiSeq 2500	50	single
03312017-D05-NA18856.fastq.gz	fastq	13254efc4438a15f38358ef98ddd217e	HiSeq 2500	50	single
03312017-D06-NA19092.fastq.gz	fastq	7158fdd0d23736c04542f8ce34a339a4	HiSeq 2500	50	single
03312017-D07-NA18856.fastq.gz	fastq	0893721337661644e4adcf4feea3f027	HiSeq 2500	50	single
03312017-D08-NA18502.fastq.gz	fastq	fa6c13380fdfb199a145f3f5d33d5ae7	HiSeq 2500	50	single
03312017-D09-NA19092.fastq.gz	fastq	086028920b9e3becdd73e069ee8a7dd4	HiSeq 2500	50	single
03312017-D10-NA18856.fastq.gz	fastq	c4a3ffdecb2b4272f0e81306860685e0	HiSeq 2500	50	single
03312017-D11-NA18856.fastq.gz	fastq	4f8d2a8923929ce310063a888222d2c6	HiSeq 2500	50	single
03312017-D12-NA18502.fastq.gz	fastq	277d214bff04380222236b0cbe234193	HiSeq 2500	50	single
03312017-E01-NA18520.fastq.gz	fastq	9b4e9fb8e77b41e19606a758a717fd1b	HiSeq 2500	50	single
03312017-E02-NA19092.fastq.gz	fastq	e72ed95e787fe30df0b7f49a2fb584fe	HiSeq 2500	50	single
03312017-E03-NA19092.fastq.gz	fastq	383dc6ab8e54024e86056bfe3a61632d	HiSeq 2500	50	single
03312017-E04-NA18520.fastq.gz	fastq	2cdb16ea60f703032680b443a33477a3	HiSeq 2500	50	single
03312017-E05-NA19092.fastq.gz	fastq	3eeaf9118d70e2dba22f3b066f042118	HiSeq 2500	50	single
03312017-E06-NA18520.fastq.gz	fastq	200074262f68649c3531149e54462f42	HiSeq 2500	50	single
03312017-E07-NA18502.fastq.gz	fastq	784ed91227ebd0c97f0c8d4845cbcf0e	HiSeq 2500	50	single
03312017-E08-NA18502.fastq.gz	fastq	efc9ca4245c589bbefe113ab979c3e35	HiSeq 2500	50	single
03312017-E09-NA18502.fastq.gz	fastq	4bd3fae82c1a2f27f2410e4299d9bc2e	HiSeq 2500	50	single
03312017-E10-NA18520.fastq.gz	fastq	6ea480a3986b0ebe79ae3423c06536f7	HiSeq 2500	50	single
03312017-E11-NA18502.fastq.gz	fastq	e752d759c78fe8f952be8fc03ccade2c	HiSeq 2500	50	single
03312017-E12-NA18502.fastq.gz	fastq	2caae4592e8852fa0be10eaf8e64a4de	HiSeq 2500	50	single
03312017-F01-NA18856.fastq.gz	fastq	b7582dab68ed9fa0ab5e29dc0c990b92	HiSeq 2500	50	single
03312017-F02-NA19092.fastq.gz	fastq	efce28f7e2754990b98f41ea7a5f2839	HiSeq 2500	50	single
03312017-F03-NA18502.fastq.gz	fastq	e391f8e3e47ea8856aadae0c604cb975	HiSeq 2500	50	single
03312017-F04-NA19092.fastq.gz	fastq	edeb7138dd7aff0775639a54e0d7129b	HiSeq 2500	50	single
03312017-F05-NA18502.fastq.gz	fastq	3b858090c4e74f5188fca9ddfeb61157	HiSeq 2500	50	single
03312017-F06-NA19092.fastq.gz	fastq	8a98a1b4f0ed9474ace0dd4bceee34d2	HiSeq 2500	50	single
03312017-F07-NA18502.fastq.gz	fastq	6654627e2523081a26c8001caa918d18	HiSeq 2500	50	single
03312017-F08-NA18502.fastq.gz	fastq	9df59046ec5e7c6eea325734c3f2a92b	HiSeq 2500	50	single
03312017-F09-NA18502.fastq.gz	fastq	c25a76f5efa429f69e0440b7175649e5	HiSeq 2500	50	single
03312017-F10-NA18856.fastq.gz	fastq	add39c0f6c773979864c71d0fa4ca500	HiSeq 2500	50	single
03312017-F11-NA18856.fastq.gz	fastq	27fb31c9cb4b54b69c71085fc3c959f5	HiSeq 2500	50	single
03312017-F12-NA18520.fastq.gz	fastq	071ac152f328c0c60f8e721e4d3f0837	HiSeq 2500	50	single
03312017-G01-NA18502.fastq.gz	fastq	429a4bc85bea77ab4a10223c7f0fd224	HiSeq 2500	50	single
03312017-G02-NA18856.fastq.gz	fastq	e3412072cdd507f5184d8abfc0fac78d	HiSeq 2500	50	single
03312017-G03-NA18520.fastq.gz	fastq	12b7d202bb16cbbd0b29fe13caff8360	HiSeq 2500	50	single
03312017-G04-NA18502.fastq.gz	fastq	ed66277cdb1cd78f6f4286dadc569f2a	HiSeq 2500	50	single
03312017-G05-NA19092.fastq.gz	fastq	ecb905b108b07fd877b05af46271f0c1	HiSeq 2500	50	single
03312017-G06-NA19092.fastq.gz	fastq	20c51c745088b36e6555d1d34dea66e7	HiSeq 2500	50	single
03312017-G07-NA19092.fastq.gz	fastq	7b1ddadb5c41fb48e60b68e6135178a0	HiSeq 2500	50	single
03312017-G08-NA18856.fastq.gz	fastq	35b397da4cd3aa61a3ce533728338e98	HiSeq 2500	50	single
03312017-G09-NA18856.fastq.gz	fastq	bac9a8559bd9010c40c62b8e9302d955	HiSeq 2500	50	single
03312017-G10-NA18856.fastq.gz	fastq	3190b37448a24de3a77bed1774055b55	HiSeq 2500	50	single
03312017-G11-NA18520.fastq.gz	fastq	41cc53c5cad936a56d31cb29d6e7152c	HiSeq 2500	50	single
03312017-G12-NA18856.fastq.gz	fastq	334e154a8e27ae8a060577b2728eb0bb	HiSeq 2500	50	single
03312017-H01-NA19092.fastq.gz	fastq	8545528a648fc458ceaa3518eec6430b	HiSeq 2500	50	single
03312017-H02-NA19092.fastq.gz	fastq	746492a6aceaf4849533c11a36f9de5c	HiSeq 2500	50	single
03312017-H03-NA19092.fastq.gz	fastq	030a46228ca33287cd1621da43379d31	HiSeq 2500	50	single
03312017-H04-NA18502.fastq.gz	fastq	cbacbdd0c262008ee245ad822d8fdab5	HiSeq 2500	50	single
03312017-H05-NA18520.fastq.gz	fastq	81b2363fbbff86a166082875e00e8cc6	HiSeq 2500	50	single
03312017-H06-NA18520.fastq.gz	fastq	106bd1afb0dba012590e95fa11155f18	HiSeq 2500	50	single
03312017-H07-NA18856.fastq.gz	fastq	bd16a7538e983ff5783b2885bdecb2d3	HiSeq 2500	50	single
03312017-H08-NA18873.fastq.gz	fastq	711be703022b5d4a8342208523344fb8	HiSeq 2500	50	single
03312017-H09-NA18502.fastq.gz	fastq	ecf2dd3d92301cbb45721a525d84ded5	HiSeq 2500	50	single
03312017-H10-NA19214.fastq.gz	fastq	17628656a2ebdaea4d38500b24e400b1	HiSeq 2500	50	single
03312017-H11-NA18520.fastq.gz	fastq	ebf42e23b05f97dbcc7ea064dba03f9f	HiSeq 2500	50	single
03312017-H12-NA19092.fastq.gz	fastq	d5a9e771b95721125308f4febeb123eb	HiSeq 2500	50	single
04052017-A01-NA18502.fastq.gz	fastq	71a1cc14cef27510aba011e7d5ebcf91	HiSeq 2500	50	single
04052017-A02-NA18502.fastq.gz	fastq	50da875b2d31ae66e56f1f4dde19ebb7	HiSeq 2500	50	single
04052017-A03-NA18502.fastq.gz	fastq	9041c84e65ebd6200d59a856047d64bd	HiSeq 2500	50	single
04052017-A04-NA18502.fastq.gz	fastq	0138fe69b2c3677e23533fbf420b623f	HiSeq 2500	50	single
04052017-A05-NA18502.fastq.gz	fastq	e5be40a8fff4a6ce45f2c7976e146d26	HiSeq 2500	50	single
04052017-A06-NA18502.fastq.gz	fastq	30c24b4350de189a2a23514fde15058b	HiSeq 2500	50	single
04052017-A07-NA18502.fastq.gz	fastq	a6cda9c9e78f5f065255ebb09d5d9b5e	HiSeq 2500	50	single
04052017-A08-NA18502.fastq.gz	fastq	d86d3f6a039f64b68e5be7d05cb686d3	HiSeq 2500	50	single
04052017-A09-NA18502.fastq.gz	fastq	f1a0c414a447e97dba14f880067471f8	HiSeq 2500	50	single
04052017-A10-NA18502.fastq.gz	fastq	b8e33284cabed4ef3bd0416b60b6f9f5	HiSeq 2500	50	single
04052017-A11-NA18502.fastq.gz	fastq	4bef22f77621e3d6e30347e0972cf310	HiSeq 2500	50	single
04052017-A12-NA18852.fastq.gz	fastq	e9224889aedf85cd624a833a449913d6	HiSeq 2500	50	single
04052017-B01-NA18502.fastq.gz	fastq	6c143eca4170a506334f8966ec7f49af	HiSeq 2500	50	single
04052017-B02-NA18502.fastq.gz	fastq	cbb4846cbe170c9bc8740f1aa6372cac	HiSeq 2500	50	single
04052017-B03-NA18502.fastq.gz	fastq	718c56b2e775e73751ff6840e8ef76c8	HiSeq 2500	50	single
04052017-B04-NA18852.fastq.gz	fastq	3005d77f082e5d345daa3a99acd2eab2	HiSeq 2500	50	single
04052017-B05-NA18502.fastq.gz	fastq	7c653a8913cef65f14b78b39d6c3a8f3	HiSeq 2500	50	single
04052017-B06-NA18520.fastq.gz	fastq	54db2f5e56d2a19d5193bdb4fcbe0194	HiSeq 2500	50	single
04052017-B07-NA18502.fastq.gz	fastq	adf8478a0ac017acdd4b6b4925c80004	HiSeq 2500	50	single
04052017-B08-NA18502.fastq.gz	fastq	2525d95d73faf049d064d60e67026626	HiSeq 2500	50	single
04052017-B09-NA18520.fastq.gz	fastq	f6b95bf24fa28182b5b1da26fac80061	HiSeq 2500	50	single
04052017-B10-NA18852.fastq.gz	fastq	9084a2ec217ce8bf96af4d4871fabaca	HiSeq 2500	50	single
04052017-B11-NA18502.fastq.gz	fastq	02d0c5f118cd5a3f8ac68af4780bc3eb	HiSeq 2500	50	single
04052017-B12-NA18502.fastq.gz	fastq	aa7fc05d9466c99390bba042524dde38	HiSeq 2500	50	single
04052017-C01-NA18502.fastq.gz	fastq	fcd5af6085ed15a2f7c2dbc0a39adaa5	HiSeq 2500	50	single
04052017-C02-NA18502.fastq.gz	fastq	05071eda7e19ffc6f652aa70d79f1699	HiSeq 2500	50	single
04052017-C03-NA18502.fastq.gz	fastq	4bb7752afd18ad5fa49f730b88ee32b3	HiSeq 2500	50	single
04052017-C04-NA18852.fastq.gz	fastq	d6375fb37959d38779c75b40267a503b	HiSeq 2500	50	single
04052017-C05-NA18520.fastq.gz	fastq	a92756b6cebeb81fb183954dedb9e5a7	HiSeq 2500	50	single
04052017-C06-NA18502.fastq.gz	fastq	62d4eb75af09a9aad6613df51c3ef16f	HiSeq 2500	50	single
04052017-C07-NA18502.fastq.gz	fastq	da4b8adf486c57c3841f9fa88737561a	HiSeq 2500	50	single
04052017-C08-NA18502.fastq.gz	fastq	e35f7ed419e9ed201a2b33e72918b542	HiSeq 2500	50	single
04052017-C09-NA18502.fastq.gz	fastq	46f97cd5e806896f5dfc2f4730f041ab	HiSeq 2500	50	single
04052017-C10-NA18520.fastq.gz	fastq	d9a7de4073eb181291380cea92d221db	HiSeq 2500	50	single
04052017-C11-NA18852.fastq.gz	fastq	4b0702d8b4d6c63bf08a557aaa672898	HiSeq 2500	50	single
04052017-C12-NA18505.fastq.gz	fastq	8f40bd2e73db6295784963db9f7a75b1	HiSeq 2500	50	single
04052017-D01-NA18520.fastq.gz	fastq	cefa60763e6321b01f880995b915a466	HiSeq 2500	50	single
04052017-D02-NA18505.fastq.gz	fastq	7be99cc49b5afa48226e5089f754c032	HiSeq 2500	50	single
04052017-D03-NA18505.fastq.gz	fastq	1495e1eeb4757eabc50858e61d933f30	HiSeq 2500	50	single
04052017-D04-NA18502.fastq.gz	fastq	2e2716178c5ae67db4e3fab8e680fd1c	HiSeq 2500	50	single
04052017-D05-NA18502.fastq.gz	fastq	56733d1dae8fd13bad9dff4a6e4e8b3c	HiSeq 2500	50	single
04052017-D06-NA18502.fastq.gz	fastq	a53321495321bd52aced9402ed9e9763	HiSeq 2500	50	single
04052017-D07-NA18502.fastq.gz	fastq	0df2c02f33557c03f74dd12663a585ba	HiSeq 2500	50	single
04052017-D08-NA18502.fastq.gz	fastq	f3d54c5c1c084208419283d0e2ac1f4a	HiSeq 2500	50	single
04052017-D09-NA18502.fastq.gz	fastq	62d60c40bfdcb95afb58cefd9910fde1	HiSeq 2500	50	single
04052017-D10-NA18502.fastq.gz	fastq	de63d80799908cd45c039f7b919d8ca9	HiSeq 2500	50	single
04052017-D11-NA18852.fastq.gz	fastq	52550f16c419856032528be7e45b0f72	HiSeq 2500	50	single
04052017-D12-NA18502.fastq.gz	fastq	f0ec76c082226975c9d898bca31d4139	HiSeq 2500	50	single
04052017-E01-NA18852.fastq.gz	fastq	292a4f4c4933e6d57934717972a417c9	HiSeq 2500	50	single
04052017-E02-NA18502.fastq.gz	fastq	dce37ec01a1645b92befc812d4c9b2c6	HiSeq 2500	50	single
04052017-E03-NA18852.fastq.gz	fastq	a843e53b0e781c4ec76ff35f5095c9d5	HiSeq 2500	50	single
04052017-E04-NA18502.fastq.gz	fastq	2a54183583094511a1dbf177aa96933b	HiSeq 2500	50	single
04052017-E05-NA18502.fastq.gz	fastq	56cfceedec23ce9ee528ef71e4de3482	HiSeq 2500	50	single
04052017-E06-NA18502.fastq.gz	fastq	f1953da159f502b3a5daec8f2da23821	HiSeq 2500	50	single
04052017-E07-NA18502.fastq.gz	fastq	3ac2bee0b16eda3f957079eadf8d87e2	HiSeq 2500	50	single
04052017-E08-NA18502.fastq.gz	fastq	9f3fe0e0e6ecf629696cd46213c37a2d	HiSeq 2500	50	single
04052017-E09-NA18502.fastq.gz	fastq	eff232480f7c18e7fc8ac537b68034bc	HiSeq 2500	50	single
04052017-E10-NA18502.fastq.gz	fastq	e7882b212b2fa81f846ad018b7f1ab87	HiSeq 2500	50	single
04052017-E11-NA18502.fastq.gz	fastq	1d21ea6e015eb19f9df40575e602cf6e	HiSeq 2500	50	single
04052017-E12-NA18502.fastq.gz	fastq	2f4a37aa23c02255f70898597977b50f	HiSeq 2500	50	single
04052017-F01-NA18502.fastq.gz	fastq	200ae0071fbbc6f2367bbe72ca424dd5	HiSeq 2500	50	single
04052017-F02-NA18852.fastq.gz	fastq	4691d84f91619aee70fc36d339b6efef	HiSeq 2500	50	single
04052017-F03-NA18520.fastq.gz	fastq	2f65976cbfe29bc0460dceb4e2a90400	HiSeq 2500	50	single
04052017-F04-NA18852.fastq.gz	fastq	74e30fd22039bd327d4bf8c0980c619d	HiSeq 2500	50	single
04052017-F05-NA18502.fastq.gz	fastq	8013e9229397166edf90d937420ef9d4	HiSeq 2500	50	single
04052017-F06-NA18502.fastq.gz	fastq	547e9fead48a6045c9691a6b35299de4	HiSeq 2500	50	single
04052017-F07-NA18502.fastq.gz	fastq	1bb80c39eb305e52a946eafdd681e2e1	HiSeq 2500	50	single
04052017-F08-NA18502.fastq.gz	fastq	affc8954bdd6d0fb95889fa76535bb7f	HiSeq 2500	50	single
04052017-F09-NA18502.fastq.gz	fastq	2ceb3e3a0058c7ec2bdd36b24dd3577a	HiSeq 2500	50	single
04052017-F10-NA18502.fastq.gz	fastq	167bc10038d1541360ae6b41b6ba673a	HiSeq 2500	50	single
04052017-F11-NA18502.fastq.gz	fastq	8e476c62c2be3c465f688db8d23ee22b	HiSeq 2500	50	single
04052017-F12-NA18502.fastq.gz	fastq	b6a0ee99f53162190131486fad5dc4f6	HiSeq 2500	50	single
04052017-G01-NA18520.fastq.gz	fastq	ee61a33c0368a7fc907f0588c428abb1	HiSeq 2500	50	single
04052017-G02-NA18852.fastq.gz	fastq	0cd4e87b014e1c40a488c634d252ceeb	HiSeq 2500	50	single
04052017-G03-NA18502.fastq.gz	fastq	4bf8def60f9c36eb4a261bcb06fd2981	HiSeq 2500	50	single
04052017-G04-NA18502.fastq.gz	fastq	e74a3e83a42ff64bc96768df8541c9a7	HiSeq 2500	50	single
04052017-G05-NA18520.fastq.gz	fastq	0350aefbe1b1304df3ec4aa7f4d4dd72	HiSeq 2500	50	single
04052017-G06-NA18502.fastq.gz	fastq	feb743e431c326e52ccd6813d47d14fe	HiSeq 2500	50	single
