experiment 	well	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	ERCC	index
11272017	A01	1	1.877294392	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	A02	0	0.308237559	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	A03	1	1.57403	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	A04	1	1.148539185	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	A05	1	1.813882481	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	A06	1	1.527825369	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	A07	1	1.314032795	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	A08	1	2.093745283	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	A09	1	0.596648951	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	A10	1	0.126828271	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	A11	1	1.077407925	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	A12	1	1.838292809	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	B01	1	0.792617835	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	B02	1	0.474809156	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	B03	1	1.255161138	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	B04	1	1.575117563	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	B05	2	1.550334642	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	B06	1	0.711622359	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	B07	1	1.319131316	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	B08	1	1.170741226	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	B09	1	1.565707029	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	B10	1	0.515820637	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	B11	1	0.893507498	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	B12	1	0.786354877	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	C01	1	0.691011221	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	C02	1	1.873980668	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	C03	1	1.304428203	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	C04	1	1.682109861	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	C05	1	0.681483235	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	C06	1	1.188050697	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	C07	1	2.144132713	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	C08	1	0.915461902	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	C09	1	1.304118428	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	C10	1	1.427246944	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	C11	1	0.408063213	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	C12	1	0.36264007	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	D01	1	1.690341946	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	D02	1	0.417428911	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	D03	1	2.037926379	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	D04	1	1.137471489	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	D05	1	0.943571553	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	D06	1	1.474964092	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	D07	0	0.296422473	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	D08	1	0.277772813	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	D09	1	1.649856737	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	D10	1	0.430796888	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	D11	1	1.179992678	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	D12	1	1.581589474	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	E01	1	2.272355858	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	E02	1	1.773866803	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	E03	1	1.609757331	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	E04	1	1.170039504	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	E05	1	1.267501889	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	E06	1	1.183647166	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	E07	1	1.867301878	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	E08	1	1.152128622	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	E09	1	0.338871205	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
11272017	E10	1	0.31725941	1	NA18511	NA18859	NA19127	NA19130	1:50000	4
