experiment 	well	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	ERCC	index
08102017	E07	1	1.006829729	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	E08	1	1.323953864	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	E09	1	2.542910205	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	E10	1	1.872609131	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	E11	1	2.161036321	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	E12	1	0.266545863	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	F01	1	1.585858514	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	F02	1	1.147686843	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	F03	1	0.336269992	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	F04	1	1.49633382	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	F05	1	0.981100477	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	F06	1	0.980590465	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	F07	1	0.169377787	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	F08	1	0.698931107	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	F09	1	1.152576145	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	F10	1	1.5033591	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	F11	1	1.167633288	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	F12	1	1.369853669	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	G01	1	1.784581116	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	G02	1	0.748778951	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	G03	1	2.025243378	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	G04	1	2.085676992	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	G05	1	1.500248651	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	G06	1	1.866446688	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	G07	1	0.291532875	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	G08	1	1.435718217	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	G09	1	1.660921435	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	G10	1	2.213881966	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	G11	1	0.873000942	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	G12	1	0.313067821	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	H01	1	0.453568645	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	H02	1	2.597535867	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	H03	1	1.662316363	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	H04	1	0.309418299	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	H05	1	1.12843593	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	H06	1	1.630232026	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	H07	1	0.913977356	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	H08	1	1.724360017	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	H09	1	1.165726745	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	H10	1	2.448493182	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	H11	1	2.242681464	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08102017	H12	1	0.390132848	1	NA18501	NA18507	NA18499	NA19257	1:50000	2
08112017	A01	1	0.409259583	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	A02	1	2.85202928	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	A03	1	1.044174873	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	A04	1	0.942114607	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	A05	1	3.39166191	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	A06	1	3.107503803	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	A07	1	2.122585362	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	A08	1	3.341131572	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	A09	1	2.015884531	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	A10	1	1.506165716	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	A11	1	1.086864415	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	A12	1	2.006588901	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	B01	2	5.625394689	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	B02	1	3.780022718	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	B03	1	0.532576702	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	B04	1	2.788664629	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	B05	1	0.388092241	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	B06	1	2.196865081	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	B07	2	2.897446846	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	B08	1	0.939679096	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	B09	1	1.536160683	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	B10	1	1.138351694	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	B11	1	1.128719928	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	B12	2	2.278055274	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	C01	1	7.205375056	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	C02	1	2.639648692	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	C03	1	4.540839261	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	C04	1	3.119626158	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	C05	1	4.127785253	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	C06	1	3.906146183	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	C07	2	2.171310507	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	C08	1	1.46659658	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	C09	1	1.491050156	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	C10	1	3.193904905	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	C11	1	1.766628532	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	C12	1	3.312339842	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	D01	1	0.957957086	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	D02	2	3.832682242	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	D03	1	0.863721904	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	D04	1	0.70260354	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	D05	1	0.881781329	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	D06	1	0.216860877	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	D07	1	1.135181483	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	D08	0	0.270090347	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	D09	1	3.18640556	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	D10	1	2.0035662	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	D11	1	1.581287299	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	D12	1	1.866971127	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	E01	1	0.046540684	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	E02	1	0.387667652	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	E03	1	1.332745497	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	E04	1	1.065508804	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	E05	1	2.054066234	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	E06	1	1.911404874	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	E07	1	1.863182087	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	E08	1	2.089448229	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	E09	1	2.228928651	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	E10	1	0.360065964	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	E11	1	2.273813822	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	E12	1	2.939812273	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	F01	1	0.501195137	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	F02	2	3.591892921	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	F03	1	1.217795845	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	F04	1	2.654254996	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	F05	1	0.836519301	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	F06	2	2.935966889	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	F07	1	3.158908137	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	F08	1	1.777288001	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	F09	2	1.70056691	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	F10	1	1.291803787	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	F11	1	1.23843772	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	F12	1	0.991725331	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	G01	2	0.498161716	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	G02	1	3.572059132	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	G03	1	1.774766323	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	G04	1	1.072808801	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	G05	1	3.533583142	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	G06	1	3.590603932	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	G07	1	2.350973821	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	G08	1	1.780041684	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	G09	1	0.590050318	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	G10	1	1.520057825	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	G11	1	1.553200776	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	G12	1	0.587691787	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	H01	1	3.986775222	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	H02	1	0.979145776	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	H03	1	1.333916872	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	H04	1	3.334299833	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	H05	1	1.637675444	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	H06	1	0.959956616	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	H07	1	1.397381087	0	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	H08	1	1.595782477	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	H09	0	0.260380961	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	H10	1	0.820187727	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	H11	1	0.431183623	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08112017	H12	1	0.451831461	1	NA18853	NA19210	NA18508	NA19257	1:50000	3
08142017	A01	1	1.604305875	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	A02	1	0.401915351	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	A03	1	0.500868866	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	A04	1	1.297698916	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	A05	1	0.706740506	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	A06	0	0.255598854	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	A07	1	1.59528379	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	A08	1	1.694289436	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	A09	1	0.863969668	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	A10	1	1.778099485	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	A11	0	0.162133369	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	A12	1	0.530531774	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	B01	1	1.981844078	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	B02	1	0.341667407	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	B03	0	0.313521688	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	B04	1	0.742924543	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	B05	1	1.157434014	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	B06	0	0.185035689	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	B07	1	1.07784393	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	B08	1	0.793979948	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	B09	1	1.460551817	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	B10	1	0.990663408	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	B11	1	1.026853617	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	B12	2	0.683303015	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	C01	1	0.128791907	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	C02	1	1.143575739	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	C03	1	2.501775973	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	C04	1	0.823466687	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	C05	1	0.974849378	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	C06	1	1.587759468	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	C07	0	0.204467336	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	C08	1	0.835327259	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	C09	1	1.400957016	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	C10	1	1.330233004	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	C11	1	0.863492449	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	C12	1	0.679753298	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	D01	1	1.480090255	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	D02	1	1.888569501	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	D03	1	2.260388572	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	D04	1	0.879179684	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	D05	1	0.946076866	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	D06	1	0.634235553	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	D07	1	0.372658047	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	D08	1	1.089476999	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	D09	1	1.428511336	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	D10	1	1.727355921	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	D11	1	3.166455105	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	D12	1	0.309319604	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	E01	1	2.08205684	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	E02	1	0.744487753	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	E03	1	1.982401051	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	E04	1	1.307562302	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	E05	1	1.985011154	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	E06	1	1.154032856	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	E07	1	1.390996744	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	E08	1	0.447907604	0	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	E09	1	0.539130456	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	E10	1	1.315173944	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	E11	1	1.277256517	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	E12	1	2.058478856	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	F01	1	1.447150781	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	F02	1	2.935069435	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	F03	1	0.531533648	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	F04	1	1.272444836	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	F05	1	1.23696605	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	F06	1	1.007364473	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	F07	1	1.048135401	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	F08	1	3.987274425	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	F09	1	0.832460509	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	F10	1	2.425214549	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	F11	1	2.786275564	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	F12	1	1.993088243	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	G01	1	1.674201987	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	G02	1	0.507581996	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	G03	1	0.553878292	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	G04	1	1.403409903	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	G05	1	0.55529486	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	G06	1	1.231305001	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	G07	1	0.392394222	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	G08	1	0.942879908	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	G09	0	0.199237422	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	G10	1	1.821544152	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	G11	1	1.52090649	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	G12	1	0.806391286	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	H01	1	1.819323641	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	H02	2	1.041562022	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	H03	1	0.532866199	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	H04	1	1.729659495	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	H05	1	0.826209184	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	H06	1	1.327074844	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	H07	1	0.510127642	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	H08	1	0.843275951	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	H09	1	1.967709488	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	H10	1	2.538618008	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	H11	1	0.512173804	0	NA18507	NA18508	NA18499	NA19257	1:50000	2
08142017	H12	1	2.467120725	1	NA18507	NA18508	NA18499	NA19257	1:50000	2
08152017	A01	1	0.979473388	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	A02	1	0.664782778	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	A03	1	0.431017313	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	A04	1	0.041102012	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	A05	1	2.867936215	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	A06	1	0.610421841	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	A07	1	3.895089104	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	A08	1	2.905509528	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	A09	1	2.653639386	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	A10	1	0.044134043	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	A11	0	0.245102481	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	A12	1	2.998475083	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	B01	1	1.573445899	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	B02	1	2.307838858	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	B03	1	0.344587193	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	B04	1	0.512119505	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	B05	1	2.489815008	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	B06	1	0.232948951	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	B07	1	3.3688928	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	B08	1	0.583277071	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	B09	1	0.6143049	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	B10	1	1.958331135	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	B11	1	2.314436042	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	B12	1	2.892603904	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	C01	1	1.319925803	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	C02	1	1.753242479	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
08152017	C03	2	1.45026291	1	NA18862	NA19159	NA18507	NA19257	1:50000	3
