experiment 	well	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	ERCC	index
02192018	G07	1	2.741230634	1	NA18517	NA18913	NA19193	NA19210	1:50000	4
02192018	G08	1	2.133180263	1	NA18517	NA18913	NA19193	NA19210	1:50000	4
02192018	G09	1	0.776973345	1	NA18517	NA18913	NA19193	NA19210	1:50000	4
02192018	G10	1	2.160654193	1	NA18517	NA18913	NA19193	NA19210	1:50000	4
02192018	G11	1	1.623167368	1	NA18517	NA18913	NA19193	NA19210	1:50000	4
02192018	G12	1	2.051287	1	NA18517	NA18913	NA19193	NA19210	1:50000	4
02192018	H01	1	1.621062183	1	NA18517	NA18913	NA19193	NA19210	1:50000	4
02192018	H02	1	1.113578376	1	NA18517	NA18913	NA19193	NA19210	1:50000	4
02192018	H03	1	0.74158076	1	NA18517	NA18913	NA19193	NA19210	1:50000	4
02192018	H04	1	3.153213324	1	NA18517	NA18913	NA19193	NA19210	1:50000	4
02192018	H05	1	2.961191656	1	NA18517	NA18913	NA19193	NA19210	1:50000	4
02192018	H06	1	1.788221751	1	NA18517	NA18913	NA19193	NA19210	1:50000	4
02192018	H07	2	1.892115684	1	NA18517	NA18913	NA19193	NA19210	1:50000	4
02192018	H08	1	0.838474046	1	NA18517	NA18913	NA19193	NA19210	1:50000	4
02192018	H09	1	1.955255428	1	NA18517	NA18913	NA19193	NA19210	1:50000	4
02192018	H10	1	3.244642623	1	NA18517	NA18913	NA19193	NA19210	1:50000	4
02192018	H11	1	1.116434247	1	NA18517	NA18913	NA19193	NA19210	1:50000	4
02192018	H12	1	0.867183009	1	NA18517	NA18913	NA19193	NA19210	1:50000	4
02202018	A01	1	2.841194855	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	A02	1	0.827911222	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	A03	1	1.136533958	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	A04	0	0.386037452	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	A05	1	2.856984054	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	A06	1	0.77671195	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	A07	1	2.721555704	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	A08	1	0.652960222	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	A09	1	2.389311466	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	A10	1	3.089827746	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	A11	1	1.76664941	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	A12	1	2.726173022	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	B01	1	2.831972682	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	B02	1	0.252046184	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	B03	1	2.548151342	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	B04	1	2.022036259	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	B05	1	0.724923611	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	B06	1	0.401422158	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	B07	1	2.306598713	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	B08	1	2.718074799	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	B09	1	2.038419434	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	B10	1	3.159867988	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	B11	1	0.832529576	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	B12	1	0.738033458	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	C01	0	0.357518004	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	C02	1	0.752455323	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	C03	1	0.617155196	0	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	C04	1	0.98464762	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	C05	1	1.957915124	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	C06	1	2.108746516	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	C07	1	1.721803927	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	C08	1	2.2224193	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	C09	1	2.382146167	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	C10	1	0.358506544	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	C11	1	0.994536124	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	C12	1	0.36163778	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	D01	1	2.790200017	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	D02	1	0.981756993	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	D03	1	2.678610039	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	D04	1	1.569859333	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	D05	1	2.484266361	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	D06	1	2.275568366	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	D07	1	2.674929552	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	D08	1	2.522425374	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	D09	1	0.848542355	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	D10	1	3.143968972	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	D11	1	2.800108525	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	D12	1	0.589710786	0	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	E01	1	0.742219626	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	E02	1	0.779863004	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	E03	0	0.562397203	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	E04	1	0.40761995	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	E05	1	2.13670471	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	E06	1	1.588050167	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	E07	1	1.275720882	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	E08	1	1.015969593	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	E09	2	2.695999875	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	E10	1	0.600681783	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	E11	1	2.225605286	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	E12	1	2.538203908	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	F01	1	2.839838127	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	F02	1	2.253574032	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	F03	0	0.390366602	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	F04	1	2.024810926	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	F05	1	0.312993549	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	F06	1	1.639586503	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	F07	1	0.613976541	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	F08	0	0.376089002	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	F09	1	0.737499733	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	F10	1	2.481259933	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	F11	1	0.315905942	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	F12	2	0.982013857	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	G01	1	0.738830334	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	G02	1	2.173916995	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	G03	1	1.155558233	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	G04	1	0.976863433	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	G05	1	3.32981457	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	G06	1	1.02416502	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	G07	1	2.930356478	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	G08	1	0.93283426	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	G09	1	0.798779665	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	G10	1	3.469904396	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	G11	1	2.639658636	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	G12	1	2.422063583	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	H01	1	2.621692312	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	H02	1	1.371499737	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	H03	1	0.812638087	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	H04	1	1.330251726	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	H05	1	0.781509334	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	H06	1	3.444603328	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	H07	1	0.843582865	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	H08	1	0.784683867	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	H09	1	3.065599501	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	H10	1	3.83516044	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	H11	1	3.917345156	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02202018	H12	1	3.398589224	1	NA18913	NA19159	NA19203	NA19204	1:50000	4
02212018	A01	1	2.07632577	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	A02	1	1.093718614	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	A03	1	0.820521973	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	A04	1	2.049269679	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	A05	0	0.809052638	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	A06	1	0.781140364	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	A07	1	2.586547968	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	A08	1	2.540664022	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	A09	1	1.251992179	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	A10	1	2.174563836	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	A11	1	2.481858983	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	A12	1	1.984506769	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	B01	0	0.284723053	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	B02	1	1.89939081	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	B03	1	3.510394897	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	B04	1	1.357338937	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	B05	1	2.005820195	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	B06	1	1.83117118	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	B07	1	1.61063809	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	B08	1	2.438306017	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	B09	1	2.474525891	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	B10	1	1.991906512	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	B11	1	2.868921956	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	B12	1	2.996622683	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	C01	2	2.670149588	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	C02	1	1.687206538	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	C03	1	0.548354558	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	C04	1	2.24739738	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	C05	1	2.869269512	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	C06	1	0.263569983	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	C07	1	1.186304981	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	C08	1	2.180277268	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	C09	1	2.635158556	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	C10	0	0.222568154	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	C11	1	2.593639721	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	C12	0	0.40261283	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	D01	1	0.208131971	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	D02	1	0.968542985	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	D03	1	2.323257756	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	D04	1	0.698942518	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	D05	1	2.262269133	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	D06	0	0.143564537	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	D07	0	0.202554061	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	D08	1	2.57224612	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	D09	1	2.195739389	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	D10	2	2.605276573	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	D11	0	0.221689436	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	D12	1	2.409066619	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	E01	1	2.287028405	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	E02	1	2.405234439	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	E03	1	1.687193029	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	E04	1	2.911914842	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	E05	1	1.675413275	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	E06	1	2.182355408	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	E07	1	1.849584745	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	E08	1	0.650295192	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	E09	1	2.636064654	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	E10	0	0.208907918	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	E11	1	0.420319887	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	E12	1	1.094743133	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	F01	0	0.216382984	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	F02	1	2.538124615	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	F03	1	2.644198638	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	F04	1	1.455489978	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	F05	1	2.244622558	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	F06	1	2.365896992	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	F07	1	1.658300096	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	F08	1	2.472017021	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	F09	1	2.499736893	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	F10	1	2.523150525	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	F11	0	0.259490995	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	F12	0	0.244850639	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	G01	1	0.766933535	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	G02	1	2.761157673	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	G03	1	0.2007314	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	G04	1	2.866794297	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	G05	1	2.683909296	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	G06	0	0.230362715	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	G07	1	2.910770872	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	G08	1	0.703269003	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	G09	0	0.302069931	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	G10	0	0.528294057	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	G11	1	1.221501981	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	G12	1	1.314192703	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	H01	1	2.639252524	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	H02	1	2.373644551	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	H03	1	2.346527923	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	H04	1	3.294135926	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	H05	1	2.506397239	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	H06	1	0.761028981	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	H07	1	0.770029549	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	H08	1	2.288975522	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	H09	1	3.377445509	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	H10	1	2.234077588	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	H11	1	2.520675169	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02212018	H12	0	0.271721634	1	NA18505	NA18913	NA19098	NA19143	1:50000	4
02222018	A01	1	2.441871174	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	A02	1	2.241904448	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	A03	1	2.512198385	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	A04	1	0.666728681	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	A05	1	2.653997686	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	A06	1	2.426482502	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	A07	1	2.061913247	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	A08	0	0.164334145	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	A09	1	1.885653432	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	A10	1	2.560557706	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	A11	1	2.040637321	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	A12	1	0.917900495	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	B01	1	2.028188016	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	B02	1	1.646722088	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	B03	1	1.739983907	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	B04	1	2.291223103	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	B05	1	0	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	B06	0	0.09037066	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	B07	0	1.021996867	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	B08	1	0.155843319	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	B09	1	1.105622261	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	B10	1	2.40686318	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	B11	0	0.177436531	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	B12	1	2.687885699	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	C01	1	2.588789765	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	C02	1	3.243443583	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	C03	1	1.480603286	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
02222018	C04	1	3.295869006	1	NA19130	NA19143	NA19159	NA19193	1:50000	4
