experiment 	well	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
03302017	E11	1	1.878486443	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	E12	1	0.555747448	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	F01	1	1.046527612	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	F02	1	0.398877564	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	F03	1	1.697794482	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	F04	1	1.673630239	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	F05	1	1.94680497	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	F06	1	1.908074251	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	F07	1	1.694192024	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	F08	1	1.79762288	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	F09	1	0.775897241	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	F10	1	1.68191088	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	F11	1	2.051886209	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	F12	1	1.876896912	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	G01	1	1.504866129	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	G02	1	2.142506669	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	G03	1	0.839906144	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	G04	1	2.023443072	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	G05	1	1.693100789	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	G06	1	1.965360723	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	G07	1	0.818003521	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	G08	1	1.325857768	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	G09	1	0.896321078	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	G10	1	1.673651417	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	G11	1	0.286500645	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	G12	0	0.069450982	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	H01	1	1.794469287	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	H02	1	1.394010251	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	H03	1	1.625851011	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	H04	1	1.470753815	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	H05	1	2.087928769	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	H06	1	2.1456912	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	H07	1	0.874884358	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	H08	1	0.726712537	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	H09	0	0	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	H10	0	0.000609982	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	H11	1	2.106206606	1	18502	18520	18522	19098	5000	25000	NA	2
03302017	H12	1	2.063892472	1	18502	18520	18522	19098	5000	25000	NA	2
03312017	A01	1	2.046145277	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	A02	1	1.609715372	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	A03	2	0.852623211	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	A04	0	0.400300483	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	A05	2	0.78973767	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	A06	1	0.213569225	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	A07	1	3.474573734	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	A08	1	1.232088503	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	A09	1	1.278683168	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	A10	1	1.730997174	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	A11	1	0.718649096	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	A12	1	0.995287518	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	B01	1	0.352068299	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	B02	1	0.421778829	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	B03	1	0.798251917	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	B04	1	2.908501149	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	B05	1	1.446555699	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	B06	1	1.322857772	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	B07	1	0.302087453	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	B08	1	2.017391264	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	B09	1	1.677462576	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	B10	1	2.420460051	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	B11	1	1.220145271	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	B12	1	2.7823708	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	C01	1	0.347687235	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	C02	1	0.661450473	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	C03	1	3.104643856	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	C04	1	2.797947369	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	C05	1	3.663083201	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	C06	1	1.60976175	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	C07	1	1.354006556	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	C08	1	1.416439006	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	C09	1	2.582905598	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	C10	1	1.405228435	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	C11	1	1.971497482	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	C12	1	0.073489079	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	D01	1	0.554454751	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	D02	1	0.954349406	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	D03	1	1.716142179	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	D04	1	1.285403836	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	D05	1	0.548617954	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	D06	1	1.353425083	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	D07	1	1.536368995	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	D08	1	1.614884664	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	D09	1	0.9509566	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	D10	1	1.381974057	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	D11	1	1.272989452	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	D12	1	0.68636552	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	E01	1	0.622510746	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	E02	1	0.778140528	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	E03	1	0.923584542	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	E04	1	0.924836494	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	E05	1	0.387271925	0	18502	18520	19201	18856	5000	25000	NA	3
03312017	E06	1	0.590876966	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	E07	1	1.198759382	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	E08	1	1.012208257	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	E09	1	1.071634003	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	E10	1	1.253659683	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	E11	0	0.08203753	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	E12	1	1.056549386	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	F01	1	1.322338448	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	F02	1	0.847883065	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	F03	1	1.074772318	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	F04	1	0.635942691	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	F05	1	1.245779166	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	F06	1	1.07792582	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	F07	1	1.400295787	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	F08	1	1.322829922	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	F09	1	1.009435935	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	F10	1	0.587988346	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	F11	1	0.991363424	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	F12	1	0.462347094	0	18502	18520	19201	18856	5000	25000	NA	3
03312017	G01	1	1.902663589	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	G02	1	1.184193735	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	G03	1	1.276794692	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	G04	1	1.419953311	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	G05	1	1.491510824	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	G06	1	1.272499436	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	G07	1	0.825702634	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	G08	1	0.302162422	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	G09	1	0.749896997	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	G10	1	0.146889772	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	G11	1	1.236200044	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	G12	1	1.254208666	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	H01	1	0.019418079	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	H02	1	0.108658981	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	H03	1	0.055118004	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	H04	1	0	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	H05	1	1.014041119	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	H06	1	0.075686918	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	H07	1	0.039473214	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	H08	0	0.126459034	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	H09	1	0.596479954	0	18502	18520	19201	18856	5000	25000	NA	3
03312017	H10	0	0.055663568	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	H11	1	0.958407827	1	18502	18520	19201	18856	5000	25000	NA	3
03312017	H12	1	1.722161754	1	18502	18520	19201	18856	5000	25000	NA	3
04052017	A01	1	1.398906048	1	18502	18505	18520	18522	50000	50	NA	2
04052017	A02	1	1.046157129	1	18502	18505	18520	18522	50000	50	NA	2
04052017	A03	1	1.075400894	1	18502	18505	18520	18522	50000	50	NA	2
04052017	A04	1	0.014190994	1	18502	18505	18520	18522	50000	50	NA	2
04052017	A05	1	0.975212325	1	18502	18505	18520	18522	50000	50	NA	2
04052017	A06	1	1.458909606	1	18502	18505	18520	18522	50000	50	NA	2
04052017	A07	1	1.014357259	1	18502	18505	18520	18522	50000	50	NA	2
04052017	A08	1	1.769499952	1	18502	18505	18520	18522	50000	50	NA	2
04052017	A09	1	1.682839316	1	18502	18505	18520	18522	50000	50	NA	2
04052017	A10	1	1.459494359	1	18502	18505	18520	18522	50000	50	NA	2
04052017	A11	1	1.669900372	1	18502	18505	18520	18522	50000	50	NA	2
04052017	A12	0	1.213105393	1	18502	18505	18520	18522	50000	50	NA	2
04052017	B01	1	0.383413954	1	18502	18505	18520	18522	50000	50	NA	2
04052017	B02	1	0.879884996	1	18502	18505	18520	18522	50000	50	NA	2
04052017	B03	1	0.796793681	1	18502	18505	18520	18522	50000	50	NA	2
04052017	B04	1	1.222516327	1	18502	18505	18520	18522	50000	50	NA	2
04052017	B05	1	0.173425192	1	18502	18505	18520	18522	50000	50	NA	2
04052017	B06	1	0.87512554	1	18502	18505	18520	18522	50000	50	NA	2
04052017	B07	0	0.151329834	1	18502	18505	18520	18522	50000	50	NA	2
04052017	B08	1	0.9235381	1	18502	18505	18520	18522	50000	50	NA	2
04052017	B09	1	1.275384939	1	18502	18505	18520	18522	50000	50	NA	2
04052017	B10	1	1.339874078	1	18502	18505	18520	18522	50000	50	NA	2
04052017	B11	1	0.930242095	1	18502	18505	18520	18522	50000	50	NA	2
04052017	B12	1	0.667336623	1	18502	18505	18520	18522	50000	50	NA	2
04052017	C01	1	0.695529872	1	18502	18505	18520	18522	50000	50	NA	2
04052017	C02	0	0.112247689	1	18502	18505	18520	18522	50000	50	NA	2
04052017	C03	1	0.953305907	1	18502	18505	18520	18522	50000	50	NA	2
04052017	C04	1	0.003799522	1	18502	18505	18520	18522	50000	50	NA	2
04052017	C05	1	1.157526907	1	18502	18505	18520	18522	50000	50	NA	2
04052017	C06	1	1.216527048	1	18502	18505	18520	18522	50000	50	NA	2
04052017	C07	1	0.392659877	1	18502	18505	18520	18522	50000	50	NA	2
04052017	C08	0	0.05576308	1	18502	18505	18520	18522	50000	50	NA	2
04052017	C09	1	0.52082735	1	18502	18505	18520	18522	50000	50	NA	2
04052017	C10	1	1.191007661	1	18502	18505	18520	18522	50000	50	NA	2
04052017	C11	1	0.906982682	1	18502	18505	18520	18522	50000	50	NA	2
04052017	C12	1	1.221878959	1	18502	18505	18520	18522	50000	50	NA	2
04052017	D01	1	1.033116595	1	18502	18505	18520	18522	50000	50	NA	2
04052017	D02	1	0.687907552	1	18502	18505	18520	18522	50000	50	NA	2
04052017	D03	1	1.14517165	1	18502	18505	18520	18522	50000	50	NA	2
04052017	D04	1	1.395555929	1	18502	18505	18520	18522	50000	50	NA	2
04052017	D05	1	2.225671311	1	18502	18505	18520	18522	50000	50	NA	2
04052017	D06	1	0.984414751	1	18502	18505	18520	18522	50000	50	NA	2
04052017	D07	0	0.220174212	1	18502	18505	18520	18522	50000	50	NA	2
04052017	D08	1	0.95421058	1	18502	18505	18520	18522	50000	50	NA	2
04052017	D09	1	0.559750539	1	18502	18505	18520	18522	50000	50	NA	2
04052017	D10	1	1.260314692	1	18502	18505	18520	18522	50000	50	NA	2
04052017	D11	1	1.211390634	1	18502	18505	18520	18522	50000	50	NA	2
04052017	D12	1	0.87047258	1	18502	18505	18520	18522	50000	50	NA	2
04052017	E01	1	0.727355941	1	18502	18505	18520	18522	50000	50	NA	2
04052017	E02	1	0.677366534	1	18502	18505	18520	18522	50000	50	NA	2
04052017	E03	1	0.877478974	1	18502	18505	18520	18522	50000	50	NA	2
04052017	E04	1	1.178638763	1	18502	18505	18520	18522	50000	50	NA	2
04052017	E05	1	0.675571064	1	18502	18505	18520	18522	50000	50	NA	2
04052017	E06	0	0.026521167	1	18502	18505	18520	18522	50000	50	NA	2
04052017	E07	1	0.793847564	1	18502	18505	18520	18522	50000	50	NA	2
04052017	E08	1	0.299608494	1	18502	18505	18520	18522	50000	50	NA	2
04052017	E09	1	0.717669205	1	18502	18505	18520	18522	50000	50	NA	2
04052017	E10	1	0.09194373	1	18502	18505	18520	18522	50000	50	NA	2
04052017	E11	1	0.327865275	1	18502	18505	18520	18522	50000	50	NA	2
04052017	E12	1	0.47391347	1	18502	18505	18520	18522	50000	50	NA	2
04052017	F01	1	0.3287788	1	18502	18505	18520	18522	50000	50	NA	2
04052017	F02	1	0.319969543	1	18502	18505	18520	18522	50000	50	NA	2
04052017	F03	1	0.116834026	1	18502	18505	18520	18522	50000	50	NA	2
04052017	F04	1	0.599998551	1	18502	18505	18520	18522	50000	50	NA	2
04052017	F05	1	0.237922685	1	18502	18505	18520	18522	50000	50	NA	2
04052017	F06	0	0.049864545	1	18502	18505	18520	18522	50000	50	NA	2
04052017	F07	1	0.599563716	1	18502	18505	18520	18522	50000	50	NA	2
04052017	F08	0	0	1	18502	18505	18520	18522	50000	50	NA	2
04052017	F09	1	0.724103308	1	18502	18505	18520	18522	50000	50	NA	2
04052017	F10	1	0.430939355	1	18502	18505	18520	18522	50000	50	NA	2
04052017	F11	1	0.540612588	1	18502	18505	18520	18522	50000	50	NA	2
04052017	F12	1	0.041883577	1	18502	18505	18520	18522	50000	50	NA	2
04052017	G01	1	0.610877611	1	18502	18505	18520	18522	50000	50	NA	2
04052017	G02	1	0.386599373	1	18502	18505	18520	18522	50000	50	NA	2
04052017	G03	1	0.812929824	1	18502	18505	18520	18522	50000	50	NA	2
04052017	G04	1	0.531432827	1	18502	18505	18520	18522	50000	50	NA	2
04052017	G05	1	0.889468538	1	18502	18505	18520	18522	50000	50	NA	2
04052017	G06	1	0.397858142	1	18502	18505	18520	18522	50000	50	NA	2
04052017	G07	1	0.885829998	1	18502	18505	18520	18522	50000	50	NA	2
04052017	G08	1	0.753854783	1	18502	18505	18520	18522	50000	50	NA	2
04052017	G09	1	0.875961021	1	18502	18505	18520	18522	50000	50	NA	2
04052017	G10	1	1.037952738	1	18502	18505	18520	18522	50000	50	NA	2
04052017	G11	1	1.109670955	1	18502	18505	18520	18522	50000	50	NA	2
04052017	G12	1	1.010627711	1	18502	18505	18520	18522	50000	50	NA	2
04052017	H01	1	0.439413138	1	18502	18505	18520	18522	50000	50	NA	2
04052017	H02	1	0.709760545	1	18502	18505	18520	18522	50000	50	NA	2
04052017	H03	1	0.68916708	1	18502	18505	18520	18522	50000	50	NA	2
04052017	H04	1	1.165816508	1	18502	18505	18520	18522	50000	50	NA	2
04052017	H05	1	1.098142464	1	18502	18505	18520	18522	50000	50	NA	2
04052017	H06	1	1.111366016	1	18502	18505	18520	18522	50000	50	NA	2
04052017	H07	1	0.822252592	1	18502	18505	18520	18522	50000	50	NA	2
04052017	H08	1	0.99198421	1	18502	18505	18520	18522	50000	50	NA	2
04052017	H09	1	1.070336199	1	18502	18505	18520	18522	50000	50	NA	2
04052017	H10	1	0.600275333	1	18502	18505	18520	18522	50000	50	NA	2
04052017	H11	1	0.668425988	1	18502	18505	18520	18522	50000	50	NA	2
04052017	H12	1	0.23669095	1	18502	18505	18520	18522	50000	50	NA	2
04072017	A01	1	0.298434312	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	A02	1	1.001282286	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	A03	1	1.119313347	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	A04	1	0.959711906	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	A05	1	1.23534637	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	A06	1	1.218522866	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	A07	1	1.084728205	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	A08	1	1.055528305	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	A09	1	0.696746158	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	A10	1	1.175910828	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	A11	1	1.104939086	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	A12	1	0.989716294	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	B01	1	0.849280343	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	B02	1	1.100204152	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	B03	1	1.150269685	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	B04	1	1.146315442	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	B05	1	1.093095404	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	B06	1	1.10416566	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	B07	1	1.093409459	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	B08	1	1.219919808	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	B09	1	0.883325169	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	B10	1	0.889571154	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	B11	0	0.624605819	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	B12	1	1.312472233	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	C01	1	1.026136411	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	C02	1	0.011261446	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	C03	1	0.984889138	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	C04	1	1.039188183	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	C05	1	0.058093586	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	C06	1	1.1244932	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	C07	1	1.062407279	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	C08	0	1.115746004	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	C09	1	1.234967175	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	C10	1	1.003078505	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	C11	1	0.64923188	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	C12	1	1.060894259	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	D01	1	1.108450249	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	D02	0	1.32259832	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	D03	1	1.402905249	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	D04	1	0.021234371	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	D05	1	0.10286553	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	D06	1	0.028825127	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	D07	1	1.029402109	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	D08	1	0	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	D09	1	1.118377122	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	D10	1	0.236645965	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	D11	1	1.167673011	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	D12	1	1.200362995	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	E01	1	1.102967375	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	E02	1	0.085577321	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	E03	1	1.342955905	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	E04	0	0.840489115	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	E05	0	1.216631023	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	E06	0	1.048068114	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	E07	1	1.209378248	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	E08	1	0.952781609	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	E09	1	1.326523117	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	E10	1	1.180693213	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	E11	1	1.42626954	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	E12	1	1.678794409	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	F01	1	1.283025673	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	F02	1	1.278731488	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	F03	1	1.413549213	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	F04	1	1.48041813	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	F05	1	1.332826252	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	F06	1	1.336235786	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	F07	1	0.861357021	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	F08	0	0.141160099	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	F09	1	1.221129916	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	F10	1	1.233176027	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	F11	1	1.362113064	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	F12	1	1.743637259	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	G01	1	0.33482493	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	G02	1	0.985230352	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	G03	1	1.220621565	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	G04	1	1.534849782	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	G05	1	0	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	G06	1	1.047783968	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	G07	1	1.096420661	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	G08	1	1.311672423	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	G09	1	1.360946231	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	G10	1	1.119572706	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	G11	1	1.424898171	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	G12	0	0.13857556	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	H01	1	1.183299592	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	H02	1	0.490384087	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	H03	1	1.408072905	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	H04	1	1.579133884	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	H05	1	1.632792274	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	H06	1	0.626983391	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	H07	1	0.944187628	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	H08	1	1.121691842	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	H09	1	1.259442564	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	H10	1	1.584269279	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	H11	1	0.441940251	1	18502	18856	19098	19201	50000	50	1:50000	3
04072017	H12	0	0.149872562	1	18502	18856	19098	19201	50000	50	1:50000	3
04132017	A01	1	1.75381481	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	A02	1	1.245658185	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	A03	1	1.801896208	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	A04	1	0.732455256	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	A05	1	1.910416957	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	A06	1	1.868681675	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	A07	1	0.79279387	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	A08	1	0.763142954	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	A09	1	1.620708899	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	A10	1	0.97294372	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	A11	1	2.219041987	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	A12	1	2.220534768	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	B01	1	2.047373191	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	B02	0	0.416554738	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	B03	1	1.631381251	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	B04	1	1.566687535	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	B05	1	2.036279188	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	B06	0	0.505510327	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	B07	1	0.833565259	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	B08	1	2.021052697	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	B09	0	0.434177007	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	B10	1	0.661787985	1	18498	18520	18522	19203	50000	50	1:50000	3
